image_path,character,calligrapher,script_id,char_id
final_images/102421.png,是,三体阴符经,1,2392
final_images/102422.png,是,古文四声韵,1,2392
final_images/102418.png,是,吴叡,1,2392
final_images/102438.png,是,吴大澂,1,2392
final_images/102439.png,是,吴昌硕,1,2392
final_images/102440.png,是,吴让之,1,2392
final_images/276510.png,是,唐代石刻篆文,1,2392
final_images/102442.png,是,徐三庚,1,2392
final_images/102450.png,是,春秋僖公石经,1,2392
final_images/102419.png,是,李阳冰,1,2392
final_images/102443.png,是,杨沂孙,1,2392
final_images/102444.png,是,永瑆,1,2392
final_images/102424.png,是,汗简,1,2392
final_images/102445.png,是,王澍,1,2392
final_images/102435.png,是,石鼓文,1,2392
final_images/102414.png,是,篆刻,1,2392
final_images/102417.png,是,说文解字,1,2392
final_images/102447.png,是,赵之谦,1,2392
final_images/102448.png,是,邓琰,1,2392
final_images/102426.png,是,隶释 隶续,1,2392
final_images/102427.png,是,集古文韵上声韵第三,1,2392
final_images/102430.png,是,集篆古文韵海,1,2392
final_images/102449.png,是,黄士陵,1,2392
final_images/170634.png,自,三体石经,1,4592
final_images/170606.png,自,三体阴符经,1,4592
final_images/170607.png,自,古文四声韵,1,4592
final_images/304250.png,自,吴叡,1,4592
final_images/170625.png,自,吴大澂,1,4592
final_images/170626.png,自,吴昌硕,1,4592
final_images/304259.png,自,吴让之,1,4592
final_images/170603.png,自,唐代石刻篆文,1,4592
final_images/170628.png,自,徐三庚,1,4592
final_images/170637.png,自,春秋僖公石经,1,4592
final_images/304265.png,自,李斯,1,4592
final_images/170605.png,自,李阳冰,1,4592
final_images/170629.png,自,杨沂孙,1,4592
final_images/304260.png,自,永瑆,1,4592
final_images/170611.png,自,汗简,1,4592
final_images/304258.png,自,石鼓文,1,4592
final_images/170602.png,自,说文解字,1,4592
final_images/170631.png,自,赵之谦,1,4592
final_images/170633.png,自,邓琰,1,4592
final_images/170613.png,自,隶释 隶续,1,4592
final_images/170616.png,自,集篆古文韵海,1,4592
final_images/304264.png,自,黄士陵,1,4592
final_images/6506.png,中,三体石经,1,185
final_images/6476.png,中,古文四声韵,1,185
final_images/6464.png,中,吴叡,1,185
final_images/236901.png,中,吴大澂,1,185
final_images/6499.png,中,吴昌硕,1,185
final_images/236902.png,中,吴让之,1,185
final_images/6468.png,中,唐代石刻篆文,1,185
final_images/236903.png,中,徐三庚,1,185
final_images/6505.png,中,李斯,1,185
final_images/6470.png,中,李阳冰,1,185
final_images/6501.png,中,杨沂孙,1,185
final_images/236895.png,中,汗简,1,185
final_images/6493.png,中,石鼓文,1,185
final_images/6463.png,中,说文解字,1,185
final_images/236905.png,中,赵之谦,1,185
final_images/6503.png,中,邓琰,1,185
final_images/6485.png,中,隶释 隶续,1,185
final_images/6486.png,中,集篆古文韵海,1,185
final_images/6498.png,中,马王堆帛书,1,185
final_images/6504.png,中,黄士陵,1,185
final_images/8126.png,之,三体石经,1,202
final_images/8081.png,之,三体阴符经,1,202
final_images/8086.png,之,古文四声韵,1,202
final_images/8059.png,之,吴叡,1,202
final_images/8112.png,之,吴大澂,1,202
final_images/8113.png,之,吴昌硕,1,202
final_images/8114.png,之,吴让之,1,202
