image_path,calligrapher,script,character,calligrapher_id,script_id,character_id
final_images/234428.png,上博,简,㝵,24,5,3858
final_images/234594.png,郭店,简,㠯,91,5,2775
final_images/234614.png,郭店,简,㠯,91,5,2775
final_images/234778.png,历组,甲骨,㪔,2,1,2365
final_images/234936.png,西周,金,䀏,22,4,1619
final_images/234978.png,新蔡葛陵,简,䈞,44,5,316
final_images/234995.png,张家山,简,䊪,8,5,7423
final_images/235011.png,天星观,简,䋮,100,5,3399
final_images/235153.png,包山,简,䢜,37,5,803
final_images/235227.png,增韵,印,䪥,11,2,2687
final_images/235352.png,仰天湖,简,一,53,5,4682
final_images/235357.png,仰天湖,简,一,53,5,4682
final_images/235458.png,王羲之,行,一,26,7,4682
final_images/235581.png,睡虎地,简,七,13,5,4063
final_images/235597.png,王循,行,七,1634,7,4063
final_images/235600.png,西周早期,金,七,40,4,4063
final_images/235606.png,碑刻,隶,七,97,6,4063
final_images/235616.png,黄组,甲骨,丄,144,1,3044
final_images/235688.png,九店,简,三,65,5,241
final_images/235692.png,天星观,简,三,100,5,241
final_images/235736.png,释怀仁集王羲之,行,三,55,7,241
final_images/235845.png,战国晚期,金,上,7,4,4642
final_images/235950.png,others,隶,下,10,6,3550
final_images/235966.png,上博,简,丌,24,5,5813
final_images/235987.png,郭店,简,丌,91,5,5813
final_images/236333.png,郭店,简,与,91,5,1820
final_images/236358.png,西周中期,金,丐,19,4,4026
final_images/236555.png,商,金,且,17,4,7431
final_images/236595.png,洪武正韵,印,世,5,2,392
final_images/236649.png,柳公权,楷,丘,145,3,6063
final_images/236792.png,others,隶,丞,10,6,3491
final_images/237103.png,历无名间,甲骨,丽,270,1,2961
final_images/237245.png,睡虎地,简,久,13,5,6794
final_images/237306.png,宾组,甲骨,之,1,1,5233
final_images/237390.png,包山,简,之,37,5,5233
final_images/237443.png,包山,简,之,37,5,5233
final_images/237546.png,郭店,简,之,91,5,5233
final_images/237610.png,王献之,草,之,86,9,5233
final_images/237668.png,上博,简,乍,24,5,3510
final_images/237686.png,米芾,行,乍,42,7,3510
final_images/237726.png,春秋晚期,金,乍,33,4,3510
final_images/237878.png,康熙字典,印,乙,14,2,3467
final_images/238155.png,新蔡葛陵,简,也,44,5,6955
final_images/238332.png,碑刻,楷,乳,97,3,506
final_images/238334.png,妇女卜辞,甲骨,乳,293,1,506
final_images/238389.png,熹平石经,石,亂,50,10,5078
final_images/238424.png,陆柬之,六体,予,206,8,1286
final_images/238486.png,others,楷,事,10,3,4975
final_images/238510.png,九店,简,事,65,5,4975
final_images/238827.png,三体石经,篆,于,87,0,5804
final_images/238902.png,古文四声韵,篆,云,4,0,3186
final_images/238927.png,上博,简,亓,24,5,898
final_images/238945.png,包山,简,亓,37,5,898
final_images/239084.png,西周中期,金,五,19,4,5981
final_images/239099.png,李隆基,隶,五,259,6,5981
final_images/239209.png,说文解字,篆,亙,23,0,1576
final_images/239388.png,宾组,甲骨,亢,1,1,5324
final_images/239561.png,新蔡葛陵,简,亦,44,5,2441
final_images/239590.png,赵孟坚,行,亦,240,7,2441
final_images/239844.png,others,楷,人,10,3,2993
final_images/240000.png,睡虎地,简,人,13,5,2993
final_images/240029.png,宋克,行,人,183,7,2993
final_images/240055.png,西周晚期,金,人,38,4,2993
final_images/240067.png,others,隶,人,10,6,2993
final_images/240450.png,王廷楝,六体,仞,1702,8,1486
final_images/240569.png,西周中期,金,令,19,4,455
final_images/240578.png,西周早期,金,令,40,4,455
final_images/240670.png,崔瑗,行,以,543,7,2678
final_images/240728.png,开成石经,石,仲,69,10,7656
final_images/240772.png,李阳冰,篆,任,46,0,4504
final_images/240776.png,李斯,篆,任,119,0,4504
final_images/240794.png,徐伯健,六体,份,223,8,1133
final_images/240874.png,篆刻,篆,伍,158,0,3380
final_images/241269.png,古文四声韵,篆,佐,4,0,2499
final_images/241471.png,开成石经,石,作,69,10,7543
final_images/241634.png,怀素,草,使,64,9,2189
final_images/241666.png,篆刻,篆,侃,158,0,3710
final_images/241730.png,欧阳询,行,來,142,7,7237
final_images/241742.png,others,隶,來,10,6,7237
final_images/241745.png,赵孟頫,六体,侈,191,8,3026
final_images/241947.png,赵孟𫖯,草,侯,75,9,3921
final_images/242022.png,颜真卿,楷,便,77,3,6950
final_images/242163.png,赵孟𫖯,楷,俛,75,3,6391
final_images/242666.png,唐,楷,偃,165,3,3336
final_images/242677.png,米芾,行,偃,42,7,3336
final_images/242696.png,篆刻,篆,假,158,0,6233
final_images/242710.png,释怀仁集王羲之,行,偈,55,7,6867
final_images/242757.png,鲜于枢,草,停,111,9,3953
final_images/242800.png,篆刻,篆,偶,158,0,2292
final_images/242928.png,西周中期,金,備,19,4,1039
final_images/243090.png,吴昌硕,篆,像,66,0,7511
final_images/243201.png,广韵,印,價,12,2,6013
final_images/243235.png,广韵,印,儃,12,2,5064
final_images/243260.png,张家山,简,儋,8,5,6941
final_images/243345.png,篆刻,篆,兀,158,0,7652
final_images/243362.png,宾组,甲骨,允,1,1,6122
final_images/243368.png,𠂤组,甲骨,允,35,1,6122
final_images/243507.png,文徵明,六体,充,110,8,2548
final_images/243526.png,武则天,草,充,163,9,2548
final_images/243721.png,战国晚期,金,光,7,4,4582
