image_path,calligrapher,script,character,calligrapher_id,script_id,character_id,glyph_id
final_images/6.png,古文四声韵,篆,㐁,130,1,0,7026
final_images/7.png,集篆古文韵海,篆,㐁,933,1,0,7026
final_images/10.png,说文解字,篆,㐅,778,1,1,7027
final_images/11.png,唐代石刻篆文,篆,㐅,198,1,1,7027
final_images/12.png,古文四声韵,篆,㐅,130,1,1,7027
final_images/13.png,古文四声韵,篆,㐅,130,1,1,7027
final_images/14.png,汗简,篆,㐅,504,1,1,7027
final_images/15.png,三体石经,篆,㐅,22,1,1,7027
final_images/16.png,三体石经,篆,㐅,22,1,1,7027
final_images/17.png,三体石经,篆,㐅,22,1,1,7027
final_images/20.png,古文四声韵,楷,㐭,130,0,2,2
final_images/30.png,古文四声韵,篆,㐭,130,1,2,7028
final_images/31.png,汗简,篆,㐭,504,1,2,7028
final_images/32.png,集篆古文韵海,篆,㐭,933,1,2,7028
final_images/39.png,古文四声韵,篆,㐯,130,1,3,7029
final_images/40.png,古文四声韵,篆,㐯,130,1,3,7029
final_images/41.png,古文四声韵,篆,㐯,130,1,3,7029
final_images/42.png,古文四声韵,篆,㐯,130,1,3,7029
final_images/43.png,古文四声韵,篆,㐯,130,1,3,7029
final_images/44.png,汗简,篆,㐯,504,1,3,7029
final_images/45.png,汗简,篆,㐯,504,1,3,7029
final_images/46.png,集篆古文韵海,篆,㐯,933,1,3,7029
final_images/47.png,三体石经,篆,㐯,22,1,3,7029
final_images/48.png,三体石经,篆,㐯,22,1,3,7029
final_images/51.png,古文四声韵,篆,㐱,130,1,4,7030
final_images/52.png,汗简,篆,㐱,504,1,4,7030
final_images/53.png,集古文韵上声韵第三,篆,㐱,925,1,4,7030
final_images/58.png,古文四声韵,篆,㑄,130,1,5,7031
final_images/59.png,古文四声韵,篆,㑄,130,1,5,7031
final_images/60.png,汗简,篆,㑄,504,1,5,7031
final_images/61.png,集古文韵上声韵第三,篆,㑄,925,1,5,7031
final_images/62.png,集古文韵上声韵第三,篆,㑄,925,1,5,7031
final_images/63.png,集篆古文韵海,篆,㑄,933,1,5,7031
final_images/70.png,古文四声韵,篆,㑥,130,1,6,7032
final_images/71.png,汗简,篆,㑥,504,1,6,7032
final_images/72.png,集篆古文韵海,篆,㑥,933,1,6,7032
final_images/73.png,others,楷,㑺,0,0,7,7
final_images/74.png,others,楷,㑺,0,0,7,7
final_images/75.png,others,楷,㑺,0,0,7,7
final_images/76.png,于右任,楷,㑺,39,0,7,7
final_images/77.png,王献之,行,㑺,591,3,7,21085
final_images/78.png,others,隶,㑺,0,4,7,28111
final_images/79.png,others,隶,㑺,0,4,7,28111
final_images/95.png,古文四声韵,篆,㒸,130,1,8,7034
final_images/96.png,集篆古文韵海,篆,㒸,933,1,8,7034
final_images/97.png,集篆古文韵海,篆,㒸,933,1,8,7034
final_images/98.png,集篆古文韵海,篆,㒸,933,1,8,7034
final_images/99.png,集篆古文韵海,篆,㒸,933,1,8,7034
final_images/102.png,古文四声韵,篆,㓞,130,1,9,7035
final_images/103.png,古文四声韵,篆,㓞,130,1,9,7035
final_images/104.png,汗简,篆,㓞,504,1,9,7035
final_images/105.png,集篆古文韵海,篆,㓞,933,1,9,7035
final_images/107.png,集古文韵上声韵第三,楷,㔲,925,0,10,10
final_images/108.png,古文四声韵,篆,㔲,130,1,10,7036
final_images/109.png,古文四声韵,篆,㔲,130,1,10,7036
final_images/110.png,汗简,篆,㔲,504,1,10,7036
final_images/111.png,集古文韵上声韵第三,篆,㔲,925,1,10,7036
final_images/127.png,集篆古文韵海,篆,㕙,933,1,11,7037
final_images/129.png,古文四声韵,楷,㕚,130,0,12,12
final_images/134.png,古文四声韵,篆,㕚,130,1,12,7038
final_images/135.png,集古文韵上声韵第三,篆,㕚,925,1,12,7038
final_images/136.png,集篆古文韵海,篆,㕚,933,1,12,7038
final_images/137.png,集篆古文韵海,篆,㕚,933,1,12,7038
final_images/158.png,集古文韵上声韵第三,篆,㕣,925,1,13,7039
final_images/166.png,集篆古文韵海,篆,㕦,933,1,14,7040
final_images/170.png,汗简,篆,㕯,504,1,15,7041
final_images/171.png,汗简,篆,㕯,504,1,15,7041
final_images/172.png,汗简,篆,㕯,504,1,15,7041
final_images/173.png,集篆古文韵海,篆,㕯,933,1,15,7041
final_images/177.png,说文解字,篆,㗉,778,1,16,7042
final_images/178.png,古文四声韵,篆,㗉,130,1,16,7042
final_images/179.png,集篆古文韵海,篆,㗉,933,1,16,7042
final_images/180.png,集篆古文韵海,篆,㗉,933,1,16,7042
final_images/186.png,集篆古文韵海,篆,㗊,933,1,17,7043
final_images/188.png,蒋善进,楷,㗛,727,0,18,18
final_images/189.png,陆柬之,楷,㗛,892,0,18,18
final_images/190.png,智永,楷,㗛,377,0,18,18
final_images/191.png,康里巎巎,草,㗛,292,2,18,14070
final_images/192.png,赵雍,草,㗛,809,2,18,14070
final_images/193.png,怀素,草,㗛,346,2,18,14070
final_images/194.png,蒋善进,草,㗛,727,2,18,14070
final_images/195.png,张瑞图,草,㗛,312,2,18,14070
final_images/196.png,王宠,草,㗛,568,2,18,14070
final_images/197.png,祝允明,草,㗛,644,2,18,14070
final_images/198.png,智永,草,㗛,377,2,18,14070
final_images/199.png,陆柬之,行,㗛,892,3,18,21096
final_images/200.png,周砥,行,㗛,193,3,18,21096
final_images/201.png,邵二泉,行,㗛,833,3,18,21096
final_images/202.png,邵二泉,行,㗛,833,3,18,21096
final_images/203.png,邵二泉,行,㗛,833,3,18,21096
final_images/204.png,郑燮,行,㗛,843,3,18,21096
final_images/205.png,吴昌硕,行,㗛,180,3,18,21096
final_images/232.png,集篆古文韵海,篆,㙠,933,1,19,7045
final_images/248.png,汗简,篆,㚔,504,1,20,7046
final_images/249.png,汗简,篆,㚔,504,1,20,7046
final_images/250.png,汗简,篆,㚔,504,1,20,7046
final_images/251.png,集篆古文韵海,篆,㚔,933,1,20,7046
final_images/252.png,others,篆,㚔,0,1,20,7046
final_images/261.png,古文四声韵,楷,㚢,130,0,21,21
final_images/263.png,古文四声韵,篆,㚢,130,1,21,7047
final_images/264.png,古文四声韵,篆,㚢,130,1,21,7047
final_images/265.png,汗简,篆,㚢,504,1,21,7047
final_images/266.png,集篆古文韵海,篆,㚢,933,1,21,7047
final_images/267.png,集篆古文韵海,篆,㚢,933,1,21,7047
final_images/277.png,集篆古文韵海,篆,㚶,933,1,22,7048
final_images/305.png,集古文韵上声韵第三,楷,㜽,925,0,23,23
final_images/306.png,集古文韵上声韵第三,楷,㜽,925,0,23,23
final_images/312.png,说文解字,篆,㜽,778,1,23,7049
final_images/313.png,三体阴符经,篆,㜽,23,1,23,7049
final_images/314.png,古文四声韵,篆,㜽,130,1,23,7049
final_images/315.png,汗简,篆,㜽,504,1,23,7049
final_images/316.png,集古文韵上声韵第三,篆,㜽,925,1,23,7049
final_images/317.png,集古文韵上声韵第三,篆,㜽,925,1,23,7049
final_images/330.png,集篆古文韵海,篆,㝅,933,1,24,7050
final_images/331.png,集篆古文韵海,篆,㝅,933,1,24,7050
final_images/341.png,古文四声韵,篆,㝊,130,1,25,7051
final_images/342.png,集篆古文韵海,篆,㝊,933,1,25,7051
final_images/352.png,古文四声韵,楷,㝐,130,0,26,26
final_images/360.png,说文解字,篆,㝐,778,1,26,7052
final_images/361.png,徐浩,楷,㝡,339,0,27,27
final_images/362.png,王知敬,楷,㝡,597,0,27,27
final_images/363.png,苏轼,楷,㝡,703,0,27,27
final_images/364.png,王宠,楷,㝡,568,0,27,27
final_images/365.png,智永,楷,㝡,377,0,27,27
final_images/371.png,怀素,草,㝡,346,2,27,14079
final_images/372.png,李怀琳,草,㝡,410,2,27,14079
final_images/373.png,颜真卿,草,㝡,956,2,27,14079
final_images/374.png,赵佶,草,㝡,797,2,27,14079
final_images/375.png,赵构,草,㝡,806,2,27,14079
final_images/376.png,祝允明,草,㝡,644,2,27,14079
final_images/377.png,颜真卿,行,㝡,956,3,27,21105
final_images/380.png,说文解字,篆,㝢,778,1,28,7054
final_images/381.png,古文四声韵,篆,㝢,130,1,28,7054
final_images/382.png,集古文韵上声韵第三,篆,㝢,925,1,28,7054
final_images/383.png,集古文韵上声韵第三,篆,㝢,925,1,28,7054
final_images/409.png,赵之谦,楷,㝱,795,0,29,29
final_images/411.png,古文四声韵,篆,㝱,130,1,29,7055
final_images/412.png,汗简,篆,㝱,504,1,29,7055
final_images/413.png,集篆古文韵海,篆,㝱,933,1,29,7055
final_images/414.png,集篆古文韵海,篆,㝱,933,1,29,7055
final_images/415.png,吴让之,篆,㝱,186,1,29,7055
final_images/416.png,杨沂孙,篆,㝱,447,1,29,7055
final_images/496.png,唐代石刻篆文,篆,㝵,198,1,30,7056
final_images/497.png,三体阴符经,篆,㝵,23,1,30,7056
final_images/498.png,古文四声韵,篆,㝵,130,1,30,7056
