image_path,calligrapher,script,character,calligrapher_id,script_id,character_id,glyph_id
final_imgs_256/76.png,于右任,楷,㑺,39,0,7,7
final_imgs_256/77.png,王献之,行,㑺,591,3,7,21085
final_imgs_256/190.png,智永,楷,㗛,377,0,18,18
final_imgs_256/198.png,智永,草,㗛,377,2,18,14070
final_imgs_256/193.png,怀素,草,㗛,346,2,18,14070
final_imgs_256/234327.png,怀素,草,㗛,346,2,18,14070
final_imgs_256/197.png,祝允明,草,㗛,644,2,18,14070
final_imgs_256/204.png,郑板桥,行,㗛,842,3,18,21096
final_imgs_256/205.png,吴昌硕,行,㗛,180,3,18,21096
final_imgs_256/363.png,苏轼,楷,㝡,703,0,27,27
final_imgs_256/365.png,智永,楷,㝡,377,0,27,27
final_imgs_256/234396.png,智永,草,㝡,377,2,27,14079
final_imgs_256/371.png,怀素,草,㝡,346,2,27,14079
final_imgs_256/373.png,颜真卿,草,㝡,956,2,27,14079
final_imgs_256/377.png,颜真卿,行,㝡,956,3,27,21105
final_imgs_256/374.png,赵佶,草,㝡,797,2,27,14079
final_imgs_256/375.png,赵构,草,㝡,806,2,27,14079
final_imgs_256/376.png,祝允明,草,㝡,644,2,27,14079
final_imgs_256/409.png,赵之谦,楷,㝱,795,0,29,29
final_imgs_256/941.png,李阳冰,篆,㠯,426,1,34,7060
final_imgs_256/947.png,米芾,篆,㠯,672,1,34,7060
final_imgs_256/960.png,吴昌硕,篆,㠯,180,1,34,7060
final_imgs_256/1223.png,李阳冰,篆,㤅,426,1,50,7076
final_imgs_256/1565.png,褚遂良,楷,㱕,760,0,71,71
final_imgs_256/1566.png,米芾,楷,㱕,672,0,71,71
final_imgs_256/1570.png,邓石如,隶,㱕,828,4,71,28175
final_imgs_256/1716.png,李斯,篆,㽖,412,1,83,7109
final_imgs_256/1730.png,王献之,草,㿃,591,2,85,14137
final_imgs_256/1731.png,王羲之,行,㿃,601,3,85,21163
final_imgs_256/234934.png,王羲之,草,㿃,601,2,85,14137
final_imgs_256/1773.png,李阳冰,篆,䃺,426,1,90,7116
final_imgs_256/2250.png,吴昌硕,篆,䟏,180,1,125,7151
final_imgs_256/2259.png,薛稷,楷,䟽,742,0,126,126
final_imgs_256/2260.png,赵佶,楷,䟽,797,0,126,126
final_imgs_256/2263.png,祝允明,楷,䟽,644,0,126,126
final_imgs_256/2264.png,智永,楷,䟽,377,0,126,126
final_imgs_256/2267.png,文徵明,行,䟽,365,3,126,21204
final_imgs_256/235132.png,文徵明,行,䟽,365,3,126,21204
final_imgs_256/2269.png,王羲之,行,䟽,601,3,126,21204
final_imgs_256/2272.png,王铎,行,䟽,612,3,126,21204
final_imgs_256/2745.png,颜真卿,六体,一,956,0,0,0
final_imgs_256/3073.png,颜真卿,行,一,956,3,157,21235
final_imgs_256/2749.png,何绍基,六体,一,53,0,0,0
final_imgs_256/2753.png,邓石如,六体,一,828,0,0,0
final_imgs_256/3124.png,邓石如,隶,一,828,4,157,28261
final_imgs_256/2772.png,吴昌硕,楷,一,180,0,157,157
final_imgs_256/3048.png,吴昌硕,篆,一,180,1,157,7183
final_imgs_256/3090.png,吴昌硕,行,一,180,3,157,21235
final_imgs_256/3038.png,李阳冰,篆,一,426,1,157,7183
final_imgs_256/235324.png,李阳冰,楷,一,426,0,157,157
final_imgs_256/3059.png,孙过庭,草,一,235,2,157,14209
final_imgs_256/3060.png,张旭,草,一,308,2,157,14209
final_imgs_256/3063.png,黄庭坚,草,一,992,2,157,14209
final_imgs_256/235452.png,黄庭坚,草,一,992,2,157,14209
final_imgs_256/3066.png,王羲之,草,一,601,2,157,14209
final_imgs_256/3067.png,王羲之,草,一,601,2,157,14209
final_imgs_256/3084.png,王羲之,行,一,601,3,157,21235
final_imgs_256/3085.png,王羲之,行,一,601,3,157,21235
final_imgs_256/3086.png,王羲之,行,一,601,3,157,21235
final_imgs_256/3087.png,王羲之,行,一,601,3,157,21235
final_imgs_256/3088.png,王羲之,行,一,601,3,157,21235
final_imgs_256/235453.png,王羲之,草,一,601,2,157,14209
final_imgs_256/235458.png,王羲之,行,一,601,3,157,21235
final_imgs_256/3074.png,米芾,行,一,672,3,157,21235
final_imgs_256/3075.png,米芾,行,一,672,3,157,21235
final_imgs_256/3076.png,米芾,行,一,672,3,157,21235
final_imgs_256/3107.png,米芾,隶,一,672,4,157,28261
final_imgs_256/235454.png,米芾,行,一,672,3,157,21235
final_imgs_256/235455.png,米芾,行,一,672,3,157,21235
final_imgs_256/3077.png,苏轼,行,一,703,3,157,21235
final_imgs_256/3078.png,赵构,行,一,806,3,157,21235
final_imgs_256/3079.png,赵构,行,一,806,3,157,21235
final_imgs_256/3080.png,文徵明,行,一,365,3,157,21235
final_imgs_256/3081.png,文徵明,行,一,365,3,157,21235
final_imgs_256/3082.png,文徵明,行,一,365,3,157,21235
final_imgs_256/3083.png,文徵明,行,一,365,3,157,21235
final_imgs_256/235456.png,文徵明,行,一,365,3,157,21235
final_imgs_256/235457.png,文徵明,行,一,365,3,157,21235
final_imgs_256/3089.png,于右任,行,一,39,3,157,21235
final_imgs_256/235459.png,于右任,行,一,39,3,157,21235
final_imgs_256/235460.png,于右任,行,一,39,3,157,21235
final_imgs_256/3123.png,赵之谦,隶,一,795,4,157,28261
final_imgs_256/3126.png,金农,隶,一,855,4,157,28261
final_imgs_256/3211.png,李阳冰,篆,丁,426,1,158,7184
final_imgs_256/3217.png,吴昌硕,篆,丁,180,1,158,7184
final_imgs_256/235476.png,吴昌硕,六体,丁,180,0,2353,2353
final_imgs_256/235513.png,吴昌硕,篆,丁,180,1,158,7184
final_imgs_256/3223.png,孙过庭,草,丁,235,2,158,14210
final_imgs_256/3229.png,孙过庭,行,丁,235,3,158,21236
