image_path,calligrapher,script,character,calligrapher_id,script_id,character_id,glyph_id
final_imgs_fame_v8/76.png,于右任,楷,㑺,39,0,7,7
final_imgs_fame_v8/77.png,王献之,行,㑺,591,3,7,21085
final_imgs_fame_v8/190.png,智永,楷,㗛,377,0,18,18
final_imgs_fame_v8/198.png,智永,草,㗛,377,2,18,14070
final_imgs_fame_v8/193.png,怀素,草,㗛,346,2,18,14070
final_imgs_fame_v8/234327.png,怀素,草,㗛,346,2,18,14070
final_imgs_fame_v8/197.png,祝允明,草,㗛,644,2,18,14070
final_imgs_fame_v8/204.png,郑板桥,行,㗛,842,3,18,21096
final_imgs_fame_v8/205.png,吴昌硕,行,㗛,180,3,18,21096
final_imgs_fame_v8/363.png,苏轼,楷,㝡,703,0,27,27
final_imgs_fame_v8/365.png,智永,楷,㝡,377,0,27,27
final_imgs_fame_v8/234396.png,智永,草,㝡,377,2,27,14079
final_imgs_fame_v8/371.png,怀素,草,㝡,346,2,27,14079
final_imgs_fame_v8/373.png,颜真卿,草,㝡,956,2,27,14079
final_imgs_fame_v8/377.png,颜真卿,行,㝡,956,3,27,21105
final_imgs_fame_v8/374.png,赵佶,草,㝡,797,2,27,14079
final_imgs_fame_v8/375.png,赵构,草,㝡,806,2,27,14079
final_imgs_fame_v8/376.png,祝允明,草,㝡,644,2,27,14079
final_imgs_fame_v8/409.png,赵之谦,楷,㝱,795,0,29,29
final_imgs_fame_v8/941.png,李阳冰,篆,㠯,426,1,34,7060
final_imgs_fame_v8/947.png,米芾,篆,㠯,672,1,34,7060
final_imgs_fame_v8/960.png,吴昌硕,篆,㠯,180,1,34,7060
final_imgs_fame_v8/1223.png,李阳冰,篆,㤅,426,1,50,7076
final_imgs_fame_v8/1565.png,褚遂良,楷,㱕,760,0,71,71
final_imgs_fame_v8/1566.png,米芾,楷,㱕,672,0,71,71
final_imgs_fame_v8/1570.png,邓石如,隶,㱕,828,4,71,28175
final_imgs_fame_v8/1716.png,李斯,篆,㽖,412,1,83,7109
final_imgs_fame_v8/1730.png,王献之,草,㿃,591,2,85,14137
final_imgs_fame_v8/1731.png,王羲之,行,㿃,601,3,85,21163
final_imgs_fame_v8/234934.png,王羲之,草,㿃,601,2,85,14137
final_imgs_fame_v8/1773.png,李阳冰,篆,䃺,426,1,90,7116
final_imgs_fame_v8/2250.png,吴昌硕,篆,䟏,180,1,125,7151
final_imgs_fame_v8/2259.png,薛稷,楷,䟽,742,0,126,126
final_imgs_fame_v8/2260.png,赵佶,楷,䟽,797,0,126,126
final_imgs_fame_v8/2263.png,祝允明,楷,䟽,644,0,126,126
final_imgs_fame_v8/2264.png,智永,楷,䟽,377,0,126,126
final_imgs_fame_v8/2267.png,文徵明,行,䟽,365,3,126,21204
final_imgs_fame_v8/235132.png,文徵明,行,䟽,365,3,126,21204
final_imgs_fame_v8/2269.png,王羲之,行,䟽,601,3,126,21204
final_imgs_fame_v8/2272.png,王铎,行,䟽,612,3,126,21204
final_imgs_fame_v8/2745.png,颜真卿,六体,一,956,0,0,0
final_imgs_fame_v8/3073.png,颜真卿,行,一,956,3,157,21235
final_imgs_fame_v8/2749.png,何绍基,六体,一,53,0,0,0
final_imgs_fame_v8/2753.png,邓石如,六体,一,828,0,0,0
final_imgs_fame_v8/3124.png,邓石如,隶,一,828,4,157,28261
final_imgs_fame_v8/2772.png,吴昌硕,楷,一,180,0,157,157
final_imgs_fame_v8/3048.png,吴昌硕,篆,一,180,1,157,7183
final_imgs_fame_v8/3090.png,吴昌硕,行,一,180,3,157,21235
final_imgs_fame_v8/3038.png,李阳冰,篆,一,426,1,157,7183
final_imgs_fame_v8/235324.png,李阳冰,楷,一,426,0,157,157
final_imgs_fame_v8/3059.png,孙过庭,草,一,235,2,157,14209
final_imgs_fame_v8/3060.png,张旭,草,一,308,2,157,14209
final_imgs_fame_v8/3063.png,黄庭坚,草,一,992,2,157,14209
final_imgs_fame_v8/235452.png,黄庭坚,草,一,992,2,157,14209
final_imgs_fame_v8/3066.png,王羲之,草,一,601,2,157,14209
final_imgs_fame_v8/3067.png,王羲之,草,一,601,2,157,14209
final_imgs_fame_v8/3084.png,王羲之,行,一,601,3,157,21235
final_imgs_fame_v8/3085.png,王羲之,行,一,601,3,157,21235
final_imgs_fame_v8/3086.png,王羲之,行,一,601,3,157,21235
final_imgs_fame_v8/3087.png,王羲之,行,一,601,3,157,21235
final_imgs_fame_v8/3088.png,王羲之,行,一,601,3,157,21235
final_imgs_fame_v8/235453.png,王羲之,草,一,601,2,157,14209
final_imgs_fame_v8/235458.png,王羲之,行,一,601,3,157,21235
final_imgs_fame_v8/3074.png,米芾,行,一,672,3,157,21235
final_imgs_fame_v8/3075.png,米芾,行,一,672,3,157,21235
final_imgs_fame_v8/3076.png,米芾,行,一,672,3,157,21235
final_imgs_fame_v8/3107.png,米芾,隶,一,672,4,157,28261
final_imgs_fame_v8/235454.png,米芾,行,一,672,3,157,21235
final_imgs_fame_v8/235455.png,米芾,行,一,672,3,157,21235
final_imgs_fame_v8/3077.png,苏轼,行,一,703,3,157,21235
final_imgs_fame_v8/3078.png,赵构,行,一,806,3,157,21235
final_imgs_fame_v8/3079.png,赵构,行,一,806,3,157,21235
final_imgs_fame_v8/3080.png,文徵明,行,一,365,3,157,21235
final_imgs_fame_v8/3081.png,文徵明,行,一,365,3,157,21235
final_imgs_fame_v8/3082.png,文徵明,行,一,365,3,157,21235
final_imgs_fame_v8/3083.png,文徵明,行,一,365,3,157,21235
final_imgs_fame_v8/235456.png,文徵明,行,一,365,3,157,21235
final_imgs_fame_v8/235457.png,文徵明,行,一,365,3,157,21235
final_imgs_fame_v8/3089.png,于右任,行,一,39,3,157,21235
final_imgs_fame_v8/235459.png,于右任,行,一,39,3,157,21235
final_imgs_fame_v8/235460.png,于右任,行,一,39,3,157,21235
final_imgs_fame_v8/3123.png,赵之谦,隶,一,795,4,157,28261
final_imgs_fame_v8/3126.png,金农,隶,一,855,4,157,28261
final_imgs_fame_v8/3211.png,李阳冰,篆,丁,426,1,158,7184
final_imgs_fame_v8/3217.png,吴昌硕,篆,丁,180,1,158,7184
final_imgs_fame_v8/235476.png,吴昌硕,六体,丁,180,0,2353,2353
final_imgs_fame_v8/235513.png,吴昌硕,篆,丁,180,1,158,7184
final_imgs_fame_v8/3223.png,孙过庭,草,丁,235,2,158,14210
final_imgs_fame_v8/3229.png,孙过庭,行,丁,235,3,158,21236
final_imgs_fame_v8/3230.png,孙过庭,行,丁,235,3,158,21236
final_imgs_fame_v8/3224.png,怀素,草,丁,346,2,158,14210
final_imgs_fame_v8/3225.png,怀素,草,丁,346,2,158,14210
final_imgs_fame_v8/3226.png,赵佶,草,丁,797,2,158,14210
final_imgs_fame_v8/3228.png,王铎,草,丁,612,2,158,14210
final_imgs_fame_v8/3231.png,王铎,行,丁,612,3,158,21236
final_imgs_fame_v8/3232.png,郑板桥,行,丁,842,3,158,21236
final_imgs_fame_v8/3233.png,智永,行,丁,377,3,158,21236
final_imgs_fame_v8/235519.png,智永,行,丁,377,3,158,21236
final_imgs_fame_v8/3316.png,伊秉绶,六体,七,49,0,1,1
final_imgs_fame_v8/3317.png,伊秉绶,六体,七,49,0,1,1
final_imgs_fame_v8/3320.png,赵之谦,六体,七,795,0,1,1
final_imgs_fame_v8/3458.png,赵之谦,隶,七,795,4,160,28264
final_imgs_fame_v8/3321.png,邓石如,六体,七,828,0,1,1
final_imgs_fame_v8/3323.png,金农,六体,七,855,0,1,1
final_imgs_fame_v8/3459.png,金农,隶,七,855,4,160,28264
final_imgs_fame_v8/3336.png,张旭,楷,七,308,0,160,160
final_imgs_fame_v8/3337.png,柳公权,楷,七,461,0,160,160
final_imgs_fame_v8/3413.png,柳公权,草,七,461,2,160,14212
