image_path,calligrapher_id,script_id,glyph_id,character_id,character
final_imgs_256/0.png,0,0,0,0,
final_imgs_256/1.png,0,0,0,0,
final_imgs_256/2.png,0,0,0,0,
final_imgs_256/3.png,0,0,0,0,
final_imgs_256/4.png,0,0,0,0,
final_imgs_256/5.png,0,0,0,0,
final_imgs_256/6.png,0,0,0,0,
final_imgs_256/7.png,0,0,0,0,
final_imgs_256/8.png,0,0,0,0,
final_imgs_256/9.png,0,0,0,0,
final_imgs_256/10.png,0,0,0,0,
final_imgs_256/11.png,0,0,0,0,
final_imgs_256/12.png,0,0,0,0,
final_imgs_256/13.png,0,0,0,0,
final_imgs_256/14.png,0,0,0,0,
final_imgs_256/15.png,0,0,0,0,
final_imgs_256/16.png,0,0,0,0,
final_imgs_256/17.png,0,0,0,0,
final_imgs_256/18.png,0,0,0,0,
final_imgs_256/19.png,0,0,0,0,
final_imgs_256/20.png,0,0,0,0,
final_imgs_256/21.png,0,0,0,0,
final_imgs_256/22.png,0,0,0,0,
final_imgs_256/23.png,0,0,0,0,
final_imgs_256/24.png,0,0,0,0,
final_imgs_256/25.png,0,0,0,0,
final_imgs_256/26.png,0,0,0,0,
final_imgs_256/27.png,0,0,0,0,
final_imgs_256/28.png,0,0,0,0,
final_imgs_256/29.png,0,0,0,0,
final_imgs_256/30.png,0,0,0,0,
final_imgs_256/31.png,0,0,0,0,
final_imgs_256/32.png,0,0,0,0,
final_imgs_256/33.png,0,0,0,0,
final_imgs_256/34.png,0,0,0,0,
final_imgs_256/35.png,0,0,0,0,
final_imgs_256/36.png,0,0,0,0,
final_imgs_256/37.png,0,0,0,0,
final_imgs_256/38.png,0,0,0,0,
final_imgs_256/39.png,0,0,0,0,
final_imgs_256/40.png,0,0,0,0,
final_imgs_256/41.png,0,0,0,0,
final_imgs_256/42.png,0,0,0,0,
final_imgs_256/43.png,0,0,0,0,
final_imgs_256/44.png,0,0,0,0,
final_imgs_256/45.png,0,0,0,0,
final_imgs_256/46.png,0,0,0,0,
final_imgs_256/47.png,0,0,0,0,
final_imgs_256/48.png,0,0,0,0,
final_imgs_256/49.png,0,0,0,0,
final_imgs_256/50.png,0,0,0,0,
final_imgs_256/51.png,0,0,0,0,
final_imgs_256/52.png,0,0,0,0,
final_imgs_256/53.png,0,0,0,0,
final_imgs_256/54.png,0,0,0,0,
final_imgs_256/55.png,0,0,0,0,
final_imgs_256/56.png,0,0,0,0,
final_imgs_256/57.png,0,0,0,0,
final_imgs_256/58.png,0,0,0,0,
final_imgs_256/59.png,0,0,0,0,
final_imgs_256/60.png,0,0,0,0,
final_imgs_256/61.png,0,0,0,0,
final_imgs_256/62.png,0,0,0,0,
final_imgs_256/63.png,0,0,0,0,
final_imgs_256/64.png,0,0,0,0,
final_imgs_256/65.png,0,0,0,0,
final_imgs_256/66.png,0,0,0,0,
final_imgs_256/67.png,0,0,0,0,
final_imgs_256/68.png,0,0,0,0,
final_imgs_256/69.png,0,0,0,0,
final_imgs_256/70.png,0,0,0,0,
final_imgs_256/71.png,0,0,0,0,
final_imgs_256/72.png,0,0,0,0,
final_imgs_256/73.png,0,0,0,0,
final_imgs_256/74.png,0,0,0,0,
final_imgs_256/75.png,0,0,0,0,
final_imgs_256/76.png,0,0,0,0,
final_imgs_256/77.png,0,0,0,0,
final_imgs_256/78.png,0,0,0,0,
final_imgs_256/79.png,0,0,0,0,
final_imgs_256/80.png,0,0,0,0,
final_imgs_256/81.png,0,0,0,0,
final_imgs_256/82.png,0,0,0,0,
final_imgs_256/83.png,0,0,0,0,
final_imgs_256/84.png,0,0,0,0,
final_imgs_256/85.png,0,0,0,0,
final_imgs_256/86.png,0,0,0,0,
final_imgs_256/87.png,0,0,0,0,
final_imgs_256/88.png,0,0,0,0,
final_imgs_256/89.png,0,0,0,0,
final_imgs_256/90.png,0,0,0,0,
final_imgs_256/91.png,0,0,0,0,
final_imgs_256/92.png,0,0,0,0,
final_imgs_256/93.png,0,0,0,0,
final_imgs_256/94.png,0,0,0,0,
final_imgs_256/95.png,0,0,0,0,
final_imgs_256/96.png,0,0,0,0,
final_imgs_256/97.png,0,0,0,0,
final_imgs_256/98.png,0,0,0,0,
final_imgs_256/99.png,0,0,0,0,
final_imgs_256/100.png,0,0,0,0,
final_imgs_256/101.png,0,0,0,0,
final_imgs_256/102.png,0,0,0,0,
final_imgs_256/103.png,0,0,0,0,
final_imgs_256/104.png,0,0,0,0,
final_imgs_256/105.png,0,0,0,0,
final_imgs_256/106.png,0,0,0,0,
final_imgs_256/107.png,0,0,0,0,
final_imgs_256/108.png,0,0,0,0,
final_imgs_256/109.png,0,0,0,0,
final_imgs_256/110.png,0,0,0,0,
final_imgs_256/111.png,0,0,0,0,
final_imgs_256/112.png,0,0,0,0,
final_imgs_256/113.png,0,0,0,0,
final_imgs_256/114.png,0,0,0,0,
final_imgs_256/115.png,0,0,0,0,
final_imgs_256/116.png,0,0,0,0,
final_imgs_256/117.png,0,0,0,0,
final_imgs_256/118.png,0,0,0,0,
final_imgs_256/119.png,0,0,0,0,
final_imgs_256/120.png,0,0,0,0,
final_imgs_256/121.png,0,0,0,0,
final_imgs_256/122.png,0,0,0,0,
final_imgs_256/123.png,0,0,0,0,
final_imgs_256/124.png,0,0,0,0,
final_imgs_256/125.png,0,0,0,0,
final_imgs_256/126.png,0,0,0,0,
final_imgs_256/127.png,0,0,0,0,
final_imgs_256/128.png,0,0,0,0,
