image_path,calligrapher,script,character,calligrapher_id,script_id,character_id,glyph_id
final_imgs_256/20.png,古文四声韵,楷,㐭,130,0,2,2
final_imgs_256/77.png,王献之,行,㑺,591,3,7,21085
final_imgs_256/129.png,古文四声韵,楷,㕚,130,0,12,12
final_imgs_256/190.png,智永,楷,㗛,377,0,18,18
final_imgs_256/199.png,陆柬之,行,㗛,892,3,18,21096
final_imgs_256/201.png,邵二泉,行,㗛,833,3,18,21096
final_imgs_256/202.png,邵二泉,行,㗛,833,3,18,21096
final_imgs_256/203.png,邵二泉,行,㗛,833,3,18,21096
final_imgs_256/204.png,郑燮,行,㗛,843,3,18,21096
final_imgs_256/261.png,古文四声韵,楷,㚢,130,0,21,21
final_imgs_256/352.png,古文四声韵,楷,㝐,130,0,26,26
final_imgs_256/363.png,苏轼,楷,㝡,703,0,27,27
final_imgs_256/364.png,王宠,楷,㝡,568,0,27,27
final_imgs_256/365.png,智永,楷,㝡,377,0,27,27
final_imgs_256/377.png,颜真卿,行,㝡,956,3,27,21105
final_imgs_256/409.png,赵之谦,楷,㝱,795,0,29,29
final_imgs_256/522.png,赵孟𫖯,隶,㞐,801,4,31,28135
final_imgs_256/577.png,古文四声韵,楷,㠯,130,0,34,34
final_imgs_256/1124.png,古文四声韵,楷,㢸,130,0,42,42
final_imgs_256/1143.png,古文四声韵,楷,㣈,130,0,44,44
final_imgs_256/1193.png,古文四声韵,楷,㣽,130,0,49,49
final_imgs_256/1204.png,古文四声韵,楷,㤅,130,0,50,50
final_imgs_256/1261.png,古文四声韵,楷,㦵,130,0,53,53
final_imgs_256/1351.png,古文四声韵,楷,㫗,130,0,62,62
final_imgs_256/1361.png,古文四声韵,楷,㫳,130,0,63,63
final_imgs_256/1431.png,古文四声韵,楷,㮤,130,0,65,65
final_imgs_256/1438.png,古文四声韵,楷,㯟,130,0,66,66
final_imgs_256/1565.png,褚遂良,楷,㱕,760,0,71,71
final_imgs_256/1570.png,邓石如,隶,㱕,828,4,71,28175
final_imgs_256/1658.png,古文四声韵,楷,㸒,130,0,77,77
final_imgs_256/1659.png,古文四声韵,楷,㸒,130,0,77,77
final_imgs_256/1688.png,古文四声韵,楷,㺺,130,0,80,80
final_imgs_256/1689.png,古文四声韵,楷,㺺,130,0,80,80
final_imgs_256/1701.png,古文四声韵,楷,㼱,130,0,82,82
final_imgs_256/1731.png,王羲之,行,㿃,601,3,85,21163
final_imgs_256/1835.png,古文四声韵,楷,䇓,130,0,95,95
final_imgs_256/1836.png,古文四声韵,楷,䇓,130,0,95,95
final_imgs_256/1837.png,古文四声韵,楷,䇓,130,0,95,95
final_imgs_256/1888.png,吴彩鸾,楷,䊤,179,0,100,100
final_imgs_256/2121.png,古文四声韵,楷,䑑,130,0,116,116
final_imgs_256/2230.png,古文四声韵,楷,䝤,130,0,122,122
final_imgs_256/2259.png,薛稷,楷,䟽,742,0,126,126
final_imgs_256/2260.png,赵佶,楷,䟽,797,0,126,126
final_imgs_256/2262.png,王宠,楷,䟽,568,0,126,126
final_imgs_256/2263.png,祝允明,楷,䟽,644,0,126,126
final_imgs_256/2264.png,智永,楷,䟽,377,0,126,126
final_imgs_256/2265.png,高正臣,行,䟽,970,3,126,21204
final_imgs_256/2267.png,文徵明,行,䟽,365,3,126,21204
