image_path,calligrapher,script,character,calligrapher_id,script_id,character_id,glyph_id
final_images/190.png,智永,楷,㗛,377,0,18,18
final_images/365.png,智永,楷,㝡,377,0,27,27
final_images/522.png,赵孟𫖯,隶,㞐,801,4,31,28135
final_images/1565.png,褚遂良,楷,㱕,760,0,71,71
final_images/1570.png,邓石如,隶,㱕,828,4,71,28175
final_images/2264.png,智永,楷,䟽,377,0,126,126
final_images/2274.png,吴叡,隶,䟽,171,4,126,28230
final_images/2275.png,赵孟𫖯,隶,䟽,801,4,126,28230
final_images/2413.png,吴叡,隶,䣊,171,4,133,28237
final_images/2414.png,陈鸿寿,隶,䣊,920,4,133,28237
final_images/2652.png,陈鸿寿,隶,䰞,920,4,147,28251
final_images/3124.png,邓石如,隶,一,828,4,157,28261
final_images/3126.png,金农,隶,一,855,4,157,28261
final_images/3278.png,赵孟𫖯,隶,丁,801,4,158,28262
final_images/3285.png,王澍,隶,丁,589,4,158,28262
final_images/3287.png,陈鸿寿,隶,丁,920,4,158,28262
final_images/3334.png,赵孟𫖯,楷,七,801,0,160,160
final_images/3337.png,柳公权,楷,七,461,0,160,160
final_images/3338.png,欧阳询,楷,七,479,0,160,160
final_images/3459.png,金农,隶,七,855,4,160,28264
final_images/3486.png,柳公权,楷,万,461,0,161,161
final_images/3488.png,褚遂良,楷,万,760,0,161,161
final_images/3489.png,褚遂良,楷,万,760,0,161,161
final_images/3525.png,赵孟𫖯,楷,丈,801,0,162,162
final_images/3527.png,欧阳询,楷,丈,479,0,162,162
final_images/3592.png,柳公权,楷,三,461,0,163,163
final_images/3593.png,欧阳询,楷,三,479,0,163,163
final_images/3594.png,欧阳询,楷,三,479,0,163,163
final_images/3596.png,褚遂良,楷,三,760,0,163,163
final_images/3597.png,颜真卿,楷,三,956,0,163,163
final_images/3805.png,金农,隶,三,855,4,163,28267
final_images/3807.png,陈鸿寿,隶,三,920,4,163,28267
final_images/3827.png,赵孟𫖯,楷,上,801,0,164,164
final_images/3834.png,柳公权,楷,上,461,0,164,164
final_images/3835.png,欧阳询,楷,上,479,0,164,164
final_images/3837.png,褚遂良,楷,上,760,0,164,164
final_images/3838.png,颜真卿,楷,上,956,0,164,164
final_images/3841.png,智永,楷,上,377,0,164,164
final_images/4052.png,邓石如,隶,上,828,4,164,28268
final_images/4053.png,金农,隶,上,855,4,164,28268
final_images/4054.png,金农,隶,上,855,4,164,28268
final_images/4057.png,陈鸿寿,隶,上,920,4,164,28268
final_images/4083.png,柳公权,楷,下,461,0,165,165
final_images/4084.png,褚遂良,楷,下,760,0,165,165
final_images/4085.png,褚遂良,楷,下,760,0,165,165
final_images/4252.png,赵孟𫖯,隶,下,801,4,165,28269
final_images/4272.png,王澍,隶,下,589,4,165,28269
final_images/4274.png,邓石如,隶,下,828,4,165,28269
final_images/4275.png,金农,隶,下,855,4,165,28269
final_images/4276.png,金农,隶,下,855,4,165,28269
final_images/4437.png,赵孟𫖯,楷,不,801,0,167,167
final_images/4438.png,赵孟𫖯,楷,不,801,0,167,167
final_images/4447.png,褚遂良,楷,不,760,0,167,167
final_images/4448.png,褚遂良,楷,不,760,0,167,167
final_images/4449.png,颜真卿,楷,不,956,0,167,167
final_images/5103.png,金农,隶,不,855,4,167,28271
final_images/5167.png,赵孟𫖯,隶,与,801,4,168,28272
final_images/5170.png,金农,隶,与,855,4,168,28272
final_images/5171.png,金农,隶,与,855,4,168,28272
