image_path,calligrapher,script,character,calligrapher_id,script_id,character_id,glyph_id,aug
data/imgs/fame3-e/76_b1.png,于右任,楷,㑺,39,0,7,7,b1
data/imgs/fame3-e/76_b2.png,于右任,楷,㑺,39,0,7,7,b2
data/imgs/fame3-e/76_b3.png,于右任,楷,㑺,39,0,7,7,b3
data/imgs/fame3-e/77_b1.png,王献之,行,㑺,591,3,7,21085,b1
data/imgs/fame3-e/77_b2.png,王献之,行,㑺,591,3,7,21085,b2
data/imgs/fame3-e/77_b3.png,王献之,行,㑺,591,3,7,21085,b3
data/imgs/fame3-e/190_b1.png,智永,楷,㗛,377,0,18,18,b1
data/imgs/fame3-e/190_b2.png,智永,楷,㗛,377,0,18,18,b2
data/imgs/fame3-e/190_b3.png,智永,楷,㗛,377,0,18,18,b3
data/imgs/fame3-e/204_b1.png,郑板桥,行,㗛,842,3,18,21096,b1
data/imgs/fame3-e/204_b2.png,郑板桥,行,㗛,842,3,18,21096,b2
data/imgs/fame3-e/204_b3.png,郑板桥,行,㗛,842,3,18,21096,b3
data/imgs/fame3-e/205_b1.png,吴昌硕,行,㗛,180,3,18,21096,b1
data/imgs/fame3-e/205_b2.png,吴昌硕,行,㗛,180,3,18,21096,b2
data/imgs/fame3-e/205_b3.png,吴昌硕,行,㗛,180,3,18,21096,b3
data/imgs/fame3-e/363_b1.png,苏轼,楷,㝡,703,0,27,27,b1
data/imgs/fame3-e/363_b2.png,苏轼,楷,㝡,703,0,27,27,b2
data/imgs/fame3-e/363_b3.png,苏轼,楷,㝡,703,0,27,27,b3
data/imgs/fame3-e/365_b1.png,智永,楷,㝡,377,0,27,27,b1
data/imgs/fame3-e/365_b2.png,智永,楷,㝡,377,0,27,27,b2
data/imgs/fame3-e/365_b3.png,智永,楷,㝡,377,0,27,27,b3
data/imgs/fame3-e/377_b1.png,颜真卿,行,㝡,956,3,27,21105,b1
data/imgs/fame3-e/377_b2.png,颜真卿,行,㝡,956,3,27,21105,b2
data/imgs/fame3-e/377_b3.png,颜真卿,行,㝡,956,3,27,21105,b3
data/imgs/fame3-e/409_b1.png,赵之谦,楷,㝱,795,0,29,29,b1
data/imgs/fame3-e/409_b2.png,赵之谦,楷,㝱,795,0,29,29,b2
data/imgs/fame3-e/409_b3.png,赵之谦,楷,㝱,795,0,29,29,b3
data/imgs/fame3-e/1565_b1.png,褚遂良,楷,㱕,760,0,71,71,b1
data/imgs/fame3-e/1565_b2.png,褚遂良,楷,㱕,760,0,71,71,b2
data/imgs/fame3-e/1565_b3.png,褚遂良,楷,㱕,760,0,71,71,b3
data/imgs/fame3-e/1566_b1.png,米芾,楷,㱕,672,0,71,71,b1
data/imgs/fame3-e/1566_b2.png,米芾,楷,㱕,672,0,71,71,b2
data/imgs/fame3-e/1566_b3.png,米芾,楷,㱕,672,0,71,71,b3
data/imgs/fame3-e/1570_b1.png,邓石如,隶,㱕,828,4,71,28175,b1
data/imgs/fame3-e/1570_b2.png,邓石如,隶,㱕,828,4,71,28175,b2
data/imgs/fame3-e/1570_b3.png,邓石如,隶,㱕,828,4,71,28175,b3
data/imgs/fame3-e/1731_b1.png,王羲之,行,㿃,601,3,85,21163,b1
data/imgs/fame3-e/1731_b2.png,王羲之,行,㿃,601,3,85,21163,b2
data/imgs/fame3-e/1731_b3.png,王羲之,行,㿃,601,3,85,21163,b3
data/imgs/fame3-e/2259_b1.png,薛稷,楷,䟽,742,0,126,126,b1
data/imgs/fame3-e/2259_b2.png,薛稷,楷,䟽,742,0,126,126,b2
data/imgs/fame3-e/2259_b3.png,薛稷,楷,䟽,742,0,126,126,b3
data/imgs/fame3-e/2260_b1.png,赵佶,楷,䟽,797,0,126,126,b1
data/imgs/fame3-e/2260_b2.png,赵佶,楷,䟽,797,0,126,126,b2
data/imgs/fame3-e/2260_b3.png,赵佶,楷,䟽,797,0,126,126,b3
data/imgs/fame3-e/2263_b1.png,祝允明,楷,䟽,644,0,126,126,b1
data/imgs/fame3-e/2263_b2.png,祝允明,楷,䟽,644,0,126,126,b2
data/imgs/fame3-e/2263_b3.png,祝允明,楷,䟽,644,0,126,126,b3
data/imgs/fame3-e/2264_b1.png,智永,楷,䟽,377,0,126,126,b1
data/imgs/fame3-e/2264_b2.png,智永,楷,䟽,377,0,126,126,b2
data/imgs/fame3-e/2264_b3.png,智永,楷,䟽,377,0,126,126,b3
data/imgs/fame3-e/2267_b1.png,文徵明,行,䟽,365,3,126,21204,b1
data/imgs/fame3-e/2267_b2.png,文徵明,行,䟽,365,3,126,21204,b2
data/imgs/fame3-e/2267_b3.png,文徵明,行,䟽,365,3,126,21204,b3
data/imgs/fame3-e/235132_b1.png,文徵明,行,䟽,365,3,126,21204,b1
data/imgs/fame3-e/235132_b2.png,文徵明,行,䟽,365,3,126,21204,b2
data/imgs/fame3-e/235132_b3.png,文徵明,行,䟽,365,3,126,21204,b3
data/imgs/fame3-e/2269_b1.png,王羲之,行,䟽,601,3,126,21204,b1
data/imgs/fame3-e/2269_b2.png,王羲之,行,䟽,601,3,126,21204,b2
data/imgs/fame3-e/2269_b3.png,王羲之,行,䟽,601,3,126,21204,b3
data/imgs/fame3-e/2272_b1.png,王铎,行,䟽,612,3,126,21204,b1
data/imgs/fame3-e/2272_b2.png,王铎,行,䟽,612,3,126,21204,b2
data/imgs/fame3-e/2272_b3.png,王铎,行,䟽,612,3,126,21204,b3
data/imgs/fame3-e/3073_b1.png,颜真卿,行,一,956,3,157,21235,b1
data/imgs/fame3-e/3073_b2.png,颜真卿,行,一,956,3,157,21235,b2
data/imgs/fame3-e/3073_b3.png,颜真卿,行,一,956,3,157,21235,b3
data/imgs/fame3-e/3124_b1.png,邓石如,隶,一,828,4,157,28261,b1
data/imgs/fame3-e/3124_b2.png,邓石如,隶,一,828,4,157,28261,b2
data/imgs/fame3-e/3124_b3.png,邓石如,隶,一,828,4,157,28261,b3
data/imgs/fame3-e/2772_b1.png,吴昌硕,楷,一,180,0,157,157,b1
data/imgs/fame3-e/2772_b2.png,吴昌硕,楷,一,180,0,157,157,b2
data/imgs/fame3-e/2772_b3.png,吴昌硕,楷,一,180,0,157,157,b3
data/imgs/fame3-e/3090_b1.png,吴昌硕,行,一,180,3,157,21235,b1
data/imgs/fame3-e/3090_b2.png,吴昌硕,行,一,180,3,157,21235,b2
data/imgs/fame3-e/3090_b3.png,吴昌硕,行,一,180,3,157,21235,b3
data/imgs/fame3-e/235324_b1.png,李阳冰,楷,一,426,0,157,157,b1
data/imgs/fame3-e/235324_b2.png,李阳冰,楷,一,426,0,157,157,b2
data/imgs/fame3-e/235324_b3.png,李阳冰,楷,一,426,0,157,157,b3
data/imgs/fame3-e/3084_b1.png,王羲之,行,一,601,3,157,21235,b1
data/imgs/fame3-e/3084_b2.png,王羲之,行,一,601,3,157,21235,b2
data/imgs/fame3-e/3084_b3.png,王羲之,行,一,601,3,157,21235,b3
data/imgs/fame3-e/3085_b1.png,王羲之,行,一,601,3,157,21235,b1
data/imgs/fame3-e/3085_b2.png,王羲之,行,一,601,3,157,21235,b2
data/imgs/fame3-e/3085_b3.png,王羲之,行,一,601,3,157,21235,b3
data/imgs/fame3-e/3086_b1.png,王羲之,行,一,601,3,157,21235,b1
data/imgs/fame3-e/3086_b2.png,王羲之,行,一,601,3,157,21235,b2
data/imgs/fame3-e/3086_b3.png,王羲之,行,一,601,3,157,21235,b3
data/imgs/fame3-e/3087_b1.png,王羲之,行,一,601,3,157,21235,b1
data/imgs/fame3-e/3087_b2.png,王羲之,行,一,601,3,157,21235,b2
data/imgs/fame3-e/3087_b3.png,王羲之,行,一,601,3,157,21235,b3
data/imgs/fame3-e/3088_b1.png,王羲之,行,一,601,3,157,21235,b1
data/imgs/fame3-e/3088_b2.png,王羲之,行,一,601,3,157,21235,b2
data/imgs/fame3-e/3088_b3.png,王羲之,行,一,601,3,157,21235,b3
data/imgs/fame3-e/235458_b1.png,王羲之,行,一,601,3,157,21235,b1
data/imgs/fame3-e/235458_b2.png,王羲之,行,一,601,3,157,21235,b2
data/imgs/fame3-e/235458_b3.png,王羲之,行,一,601,3,157,21235,b3
data/imgs/fame3-e/3074_b1.png,米芾,行,一,672,3,157,21235,b1
data/imgs/fame3-e/3074_b2.png,米芾,行,一,672,3,157,21235,b2
data/imgs/fame3-e/3074_b3.png,米芾,行,一,672,3,157,21235,b3
data/imgs/fame3-e/3075_b1.png,米芾,行,一,672,3,157,21235,b1
data/imgs/fame3-e/3075_b2.png,米芾,行,一,672,3,157,21235,b2
data/imgs/fame3-e/3075_b3.png,米芾,行,一,672,3,157,21235,b3
data/imgs/fame3-e/3076_b1.png,米芾,行,一,672,3,157,21235,b1
data/imgs/fame3-e/3076_b2.png,米芾,行,一,672,3,157,21235,b2
data/imgs/fame3-e/3076_b3.png,米芾,行,一,672,3,157,21235,b3
data/imgs/fame3-e/3107_b1.png,米芾,隶,一,672,4,157,28261,b1
data/imgs/fame3-e/3107_b2.png,米芾,隶,一,672,4,157,28261,b2
data/imgs/fame3-e/3107_b3.png,米芾,隶,一,672,4,157,28261,b3
data/imgs/fame3-e/235454_b1.png,米芾,行,一,672,3,157,21235,b1
data/imgs/fame3-e/235454_b2.png,米芾,行,一,672,3,157,21235,b2
data/imgs/fame3-e/235454_b3.png,米芾,行,一,672,3,157,21235,b3
data/imgs/fame3-e/235455_b1.png,米芾,行,一,672,3,157,21235,b1
data/imgs/fame3-e/235455_b2.png,米芾,行,一,672,3,157,21235,b2
data/imgs/fame3-e/235455_b3.png,米芾,行,一,672,3,157,21235,b3
data/imgs/fame3-e/3077_b1.png,苏轼,行,一,703,3,157,21235,b1
data/imgs/fame3-e/3077_b2.png,苏轼,行,一,703,3,157,21235,b2
data/imgs/fame3-e/3077_b3.png,苏轼,行,一,703,3,157,21235,b3
data/imgs/fame3-e/3078_b1.png,赵构,行,一,806,3,157,21235,b1
data/imgs/fame3-e/3078_b2.png,赵构,行,一,806,3,157,21235,b2
data/imgs/fame3-e/3078_b3.png,赵构,行,一,806,3,157,21235,b3
data/imgs/fame3-e/3079_b1.png,赵构,行,一,806,3,157,21235,b1
data/imgs/fame3-e/3079_b2.png,赵构,行,一,806,3,157,21235,b2
data/imgs/fame3-e/3079_b3.png,赵构,行,一,806,3,157,21235,b3
data/imgs/fame3-e/3080_b1.png,文徵明,行,一,365,3,157,21235,b1
data/imgs/fame3-e/3080_b2.png,文徵明,行,一,365,3,157,21235,b2
data/imgs/fame3-e/3080_b3.png,文徵明,行,一,365,3,157,21235,b3
data/imgs/fame3-e/3081_b1.png,文徵明,行,一,365,3,157,21235,b1
data/imgs/fame3-e/3081_b2.png,文徵明,行,一,365,3,157,21235,b2
data/imgs/fame3-e/3081_b3.png,文徵明,行,一,365,3,157,21235,b3
data/imgs/fame3-e/3082_b1.png,文徵明,行,一,365,3,157,21235,b1
data/imgs/fame3-e/3082_b2.png,文徵明,行,一,365,3,157,21235,b2
data/imgs/fame3-e/3082_b3.png,文徵明,行,一,365,3,157,21235,b3
data/imgs/fame3-e/3083_b1.png,文徵明,行,一,365,3,157,21235,b1
data/imgs/fame3-e/3083_b2.png,文徵明,行,一,365,3,157,21235,b2
data/imgs/fame3-e/3083_b3.png,文徵明,行,一,365,3,157,21235,b3
data/imgs/fame3-e/235456_b1.png,文徵明,行,一,365,3,157,21235,b1
data/imgs/fame3-e/235456_b2.png,文徵明,行,一,365,3,157,21235,b2
data/imgs/fame3-e/235456_b3.png,文徵明,行,一,365,3,157,21235,b3
data/imgs/fame3-e/235457_b1.png,文徵明,行,一,365,3,157,21235,b1
data/imgs/fame3-e/235457_b2.png,文徵明,行,一,365,3,157,21235,b2
data/imgs/fame3-e/235457_b3.png,文徵明,行,一,365,3,157,21235,b3
data/imgs/fame3-e/3089_b1.png,于右任,行,一,39,3,157,21235,b1
data/imgs/fame3-e/3089_b2.png,于右任,行,一,39,3,157,21235,b2
data/imgs/fame3-e/3089_b3.png,于右任,行,一,39,3,157,21235,b3
data/imgs/fame3-e/235459_b1.png,于右任,行,一,39,3,157,21235,b1
data/imgs/fame3-e/235459_b2.png,于右任,行,一,39,3,157,21235,b2
data/imgs/fame3-e/235459_b3.png,于右任,行,一,39,3,157,21235,b3
data/imgs/fame3-e/235460_b1.png,于右任,行,一,39,3,157,21235,b1
data/imgs/fame3-e/235460_b2.png,于右任,行,一,39,3,157,21235,b2
data/imgs/fame3-e/235460_b3.png,于右任,行,一,39,3,157,21235,b3
data/imgs/fame3-e/3123_b1.png,赵之谦,隶,一,795,4,157,28261,b1
data/imgs/fame3-e/3123_b2.png,赵之谦,隶,一,795,4,157,28261,b2
data/imgs/fame3-e/3123_b3.png,赵之谦,隶,一,795,4,157,28261,b3
data/imgs/fame3-e/3126_b1.png,金农,隶,一,855,4,157,28261,b1
data/imgs/fame3-e/3126_b2.png,金农,隶,一,855,4,157,28261,b2
data/imgs/fame3-e/3126_b3.png,金农,隶,一,855,4,157,28261,b3
data/imgs/fame3-e/3229_b1.png,孙过庭,行,丁,235,3,158,21236,b1
data/imgs/fame3-e/3229_b2.png,孙过庭,行,丁,235,3,158,21236,b2
data/imgs/fame3-e/3229_b3.png,孙过庭,行,丁,235,3,158,21236,b3
data/imgs/fame3-e/3230_b1.png,孙过庭,行,丁,235,3,158,21236,b1
data/imgs/fame3-e/3230_b2.png,孙过庭,行,丁,235,3,158,21236,b2
data/imgs/fame3-e/3230_b3.png,孙过庭,行,丁,235,3,158,21236,b3
data/imgs/fame3-e/3231_b1.png,王铎,行,丁,612,3,158,21236,b1
data/imgs/fame3-e/3231_b2.png,王铎,行,丁,612,3,158,21236,b2
data/imgs/fame3-e/3231_b3.png,王铎,行,丁,612,3,158,21236,b3
data/imgs/fame3-e/3232_b1.png,郑板桥,行,丁,842,3,158,21236,b1
data/imgs/fame3-e/3232_b2.png,郑板桥,行,丁,842,3,158,21236,b2
data/imgs/fame3-e/3232_b3.png,郑板桥,行,丁,842,3,158,21236,b3
data/imgs/fame3-e/3233_b1.png,智永,行,丁,377,3,158,21236,b1
data/imgs/fame3-e/3233_b2.png,智永,行,丁,377,3,158,21236,b2
data/imgs/fame3-e/3233_b3.png,智永,行,丁,377,3,158,21236,b3
data/imgs/fame3-e/235519_b1.png,智永,行,丁,377,3,158,21236,b1
data/imgs/fame3-e/235519_b2.png,智永,行,丁,377,3,158,21236,b2
data/imgs/fame3-e/235519_b3.png,智永,行,丁,377,3,158,21236,b3
data/imgs/fame3-e/3458_b1.png,赵之谦,隶,七,795,4,160,28264,b1
data/imgs/fame3-e/3458_b2.png,赵之谦,隶,七,795,4,160,28264,b2
data/imgs/fame3-e/3458_b3.png,赵之谦,隶,七,795,4,160,28264,b3
data/imgs/fame3-e/3459_b1.png,金农,隶,七,855,4,160,28264,b1
data/imgs/fame3-e/3459_b2.png,金农,隶,七,855,4,160,28264,b2
data/imgs/fame3-e/3459_b3.png,金农,隶,七,855,4,160,28264,b3
data/imgs/fame3-e/3336_b1.png,张旭,楷,七,308,0,160,160,b1
data/imgs/fame3-e/3336_b2.png,张旭,楷,七,308,0,160,160,b2
data/imgs/fame3-e/3336_b3.png,张旭,楷,七,308,0,160,160,b3
data/imgs/fame3-e/3337_b1.png,柳公权,楷,七,461,0,160,160,b1
data/imgs/fame3-e/3337_b2.png,柳公权,楷,七,461,0,160,160,b2
data/imgs/fame3-e/3337_b3.png,柳公权,楷,七,461,0,160,160,b3
data/imgs/fame3-e/3338_b1.png,欧阳询,楷,七,479,0,160,160,b1
data/imgs/fame3-e/3338_b2.png,欧阳询,楷,七,479,0,160,160,b2
