img_id,frame_has_main,frame_sep_cc,frame_ink_frac,main_in_frame_frac,frame_w,bbox_inset
175343,1,2,0.6062941554271034,0.6320467451238582,30,0
175668,1,1,0.28894579598804954,0.30667018987580685,17,0
175939,1,1,0.5824800910125142,0.7873334092721267,30,0
176132,1,1,0.20807097882083572,0.2258621284821706,14,0
177108,1,2,0.7312219467026586,0.9184214631102792,46,0
209185,1,2,0.5942513825356728,1.0,17,0
211256,1,1,0.2894790106464802,0.3577646587952772,14,0
211329,1,2,0.7281200740182304,1.0,42,0
317761,1,1,0.2660124511976364,0.31230127596316637,15,0
318572,1,1,0.16205309288101394,0.16801778242677826,21,0
320430,1,1,0.26394681551632226,0.27766048690374084,17,0
320605,1,1,0.1215989563920984,0.12985936048825794,16,0
320831,1,1,0.14836054950751684,0.1635707651639637,19,0
321833,1,1,0.45124512451245125,0.5070375052675937,24,0
322635,1,1,0.3440085401654657,0.38780038358843216,15,0
322666,1,2,0.3526667894187688,0.3005936022864681,23,0
85869,1,1,0.5452750792248948,0.8488475535786494,21,0
269763,1,1,0.4897063369397218,0.91710084520088,16,0
269940,1,1,0.6033940917661847,0.8924525013073035,31,0
100361,1,1,0.1195889029824048,0.12009667831596825,15,0
275649,1,1,0.12129016433652196,0.12172682236376504,16,0
100376,1,1,0.143633875846176,0.19373482272948034,16,0
275575,1,1,0.38720462217605817,0.44499571007572647,24,0
100474,1,1,0.5902461520724045,0.8128771038424897,22,0
100555,1,1,0.6740021574973031,0.9289325007433838,25,0
100563,1,1,0.5271569407874594,0.5589896759950652,39,0
100591,1,1,0.5979343819568629,0.8775575790037493,32,0
100903,1,1,0.1860719190910226,0.21146546525240342,24,0
275934,1,1,0.7504570068637257,0.8672672193877551,43,0
101114,1,1,0.6840531795160383,0.7522336105202089,38,0
102201,1,1,0.6835004216246604,0.8564719694746111,29,0
276550,1,1,0.4851978321481157,0.5186003683241253,32,0
276551,1,1,0.36393482989288795,0.39865138233310854,18,0
266094,1,1,0.6050579059324037,0.8618367896579585,25,0
77362,1,1,0.13583596495129655,0.18743095618018904,12,0
267681,1,1,0.4081990872566993,0.4664794508335562,21,0
80916,1,1,0.4260748959778086,0.8523074077499306,18,0
80917,1,1,0.3146598591216376,0.5627324991545485,13,0
80920,1,1,0.4081990872566993,0.4664794508335562,21,0
103365,1,1,0.5917578647018457,0.7274018824365122,32,0
50553,1,1,0.34193740291502794,0.3980608672232696,44,0
26801,1,2,0.7762574385020657,1.0,40,0
26806,1,1,0.6538396049719053,0.6807303669562135,38,0
27463,1,1,0.7654399592512415,0.9475841412469457,47,0
245615,1,1,0.7583254663237735,0.9510104102878139,46,0
19660,1,1,0.2532537793303861,0.3077154233340846,16,0
260348,1,1,0.6270893371757925,0.8076708939065883,26,0
14047,1,1,0.7104795737122558,0.7708985786557456,38,0
149124,1,1,0.1620201853077432,0.1770475501717592,16,0
151104,1,1,0.34377980651314893,0.3545033019530701,21,0
152194,1,2,0.3486341424337098,0.40669096346135875,17,0
167411,1,1,0.4849893730074389,0.5238727266205115,23,0
167937,1,1,0.6288457567623374,0.8906924033048184,28,0
168004,1,1,0.6671661725901554,0.9098987026834903,40,0
168006,1,1,0.649260628465804,0.9104458268532919,35,0
168237,1,1,0.47141659681475273,0.9251521631847344,22,0
168409,1,1,0.7538689648781391,0.9782347282347282,25,0
168711,1,1,0.6881720430107527,0.9189516477813338,42,0
169025,1,1,0.33378715679600635,0.4572938524908681,23,0
304307,1,1,0.493944446192079,0.5532574609774145,31,0
171027,1,1,0.2444763729246488,0.24453102545268737,15,0
171033,1,2,0.6014798785382709,0.7944808467741935,23,0
171034,1,1,0.6576467568657647,0.7751080380293863,29,0
169987,1,1,0.11941387294237052,0.14734658735128367,15,0
300958,1,1,0.4786494538232373,0.9718593845884106,16,0
162956,1,1,0.3632366431531332,0.3924067935618358,23,0
163758,1,1,0.23399923654408958,0.27735464897066586,15,0
163855,1,1,0.8410607127292232,0.9641443449521541,49,0
164647,1,1,0.3254417761667422,0.38022763366860773,17,0
164026,1,1,0.21709025741283805,0.27602278612118075,22,0
171944,1,1,0.6522408963585434,0.8221136871837119,29,0
174935,1,1,0.6306158357771261,0.9260450160771704,32,0
143568,1,1,0.2805375871381021,0.3130014364292471,18,0
143719,1,1,0.1224945722286901,0.1319437383494323,16,0
144540,1,2,0.6919788785516721,0.7586492074431427,43,0
145321,1,1,0.30083156693298546,0.32268784105218973,20,0
145600,1,1,0.25499203497202977,0.4066524872976486,14,0
146027,1,1,0.4212423826691765,0.4344664187699497,29,0
148399,1,1,0.2647775842963432,0.26642242752468936,18,0
148458,1,1,0.7583687172904118,0.8507181626850792,45,0
202041,1,1,0.69755069791941,0.9752559098608145,20,0
192263,1,1,0.33752167795556426,0.35706867903627804,17,0
192398,1,1,0.4519156975028042,0.6983851838335918,15,0
195553,1,1,0.4945853324194654,0.5765880942868558,33,0
314596,1,1,0.6278432315460447,0.8633778600714191,27,0
314825,1,1,0.4479646343709707,0.6129289704708699,29,0
197305,1,1,0.7382228098253427,0.7982393438922538,40,0
197865,1,1,0.601590744757773,0.8806562582693834,20,0
197980,1,1,0.6760884125920964,0.8856716679828025,15,0
186908,1,1,0.11723674527245384,0.11864132370559854,15,0
187876,1,1,0.48544353597208445,0.5232107960620921,29,0
188249,1,1,0.11543666404405979,0.11833021485257113,15,0
188475,1,1,0.4015271195365982,0.40803455393318555,23,0
311786,1,1,0.6795270690728065,0.7712227506003108,44,0
311846,1,1,0.5093181441132555,0.8329564981459708,18,0
189650,1,1,0.381449669406167,0.4010785524007537,20,0
189731,1,1,0.7809256661991585,0.9847024493766027,44,0
189739,1,1,0.11469957415063256,0.1165545342556619,15,0
321132,1,1,0.26356616986891723,0.2696476466914061,17,0
213148,1,1,0.7221438645980254,0.9306104993050358,34,0
321390,1,1,0.20074104311238108,0.20881238568068983,14,0
213465,1,1,0.293856701169512,0.3151786036117219,18,0
213281,1,1,0.2927926357264898,0.36650517218803197,17,0
321455,1,1,0.3683746695203324,0.431945674638323,19,0
103671,1,1,0.628151842615683,0.8335872248778694,31,0
104325,1,1,0.4903463570543344,0.6175806120353255,30,0
105221,1,1,0.8249559815288529,0.9779843251545823,49,0
105312,1,1,0.8249559815288529,0.9779843251545823,49,0
105352,1,1,0.3711188261496135,0.4359586010542111,18,0
277796,1,1,0.7280822147089345,0.8812089782027388,43,0
98252,1,1,0.7524142590311171,0.9876369327073552,41,0
98255,1,1,0.7431864465531436,0.9170721274661819,34,0
114292,1,1,0.7912505943889682,0.8831802982856536,33,0
114567,1,1,0.6396523628462792,0.8520984081041968,23,0
281460,1,1,0.5449538024164889,0.7860071758072783,18,0
282196,1,1,0.7560191416180649,0.9294052762202408,40,0
116671,1,1,0.3398109801422958,0.6192549588776004,13,0
125985,1,1,0.633011018664268,0.823621202516214,33,0
126082,1,1,0.6682666854904176,0.8947169454682922,37,0
126626,1,1,0.32399593934395027,0.3276442847518527,17,0
126787,1,1,0.4172055102614563,0.7086238181644542,15,0
286952,1,1,0.3294516463165824,0.3817560194951626,21,0
128502,1,1,0.10451889607160617,0.10790258927712003,14,0
128849,1,1,0.7191517857142857,0.8848667948365834,32,0
140677,1,1,0.26274485760706295,0.3466812280063099,20,0
140679,1,1,0.27411541293648023,0.32026262168892916,15,0
141106,1,1,0.11918270478733267,0.12827266922094507,13,0
141276,1,1,0.1457999358768836,0.17780167147255754,15,0
141828,1,1,0.09329202168861347,0.10307407914555662,12,0
142955,1,1,0.25479992242549615,0.285481476116322,16,0
153458,1,1,0.4270360226051382,0.44170701093778014,26,0
152683,1,2,0.6825012118274357,0.8296994696523277,33,0
154205,1,1,0.24532490246199382,0.2539870464517028,15,0
297744,1,1,0.8035500275321479,0.8537114147080078,49,0
298198,1,2,0.7177793700738341,0.6964512423674506,45,0
293259,1,1,0.12128184059161873,0.19405732316592164,15,0
213265,1,1,0.6963596794935206,0.9166612409662087,28,0
213266,1,1,0.747189964602869,0.8834067547723935,24,0
