img_id,class,ink_ratio,main_frac,white_ratio,main_white,frame_w,bbox_inset,frame_sides
317761,touch_edge,0.4338226318359375,0.8517815061024937,0.56573486328125,1.0,15,0,top:15|bottom:15
318572,touch_edge,0.483978271484375,0.9644996531937701,0.5156097412109375,0.5816637566215856,21,0,right:21
320430,touch_edge,0.4865875244140625,0.9506099281884035,0.513092041015625,0.9640159400463927,17,0,top:17|bottom:16
320605,touch_edge,0.49127197265625,0.9363896136165983,0.5081634521484375,1.0,16,0,right:16
320831,touch_edge,0.470947265625,0.9070114048729911,0.528594970703125,1.0,19,0,left:19
321833,touch_edge,0.4068603515625,0.88996399639964,0.5926361083984375,0.9999485053683154,24,0,left:24|right:23
322635,touch_edge,0.4573974609375,0.8870763277288497,0.54205322265625,1.0,15,0,top:14|bottom:15|left:14
322666,touch_edge,0.497222900390625,0.5583379365371632,0.5025634765625,0.5062545542871023,23,0,top:23|bottom:13|right:12
85869,touch_edge,0.2937164306640625,0.6423710322614162,0.7062225341796875,0.9999351813840935,21,0,left:21|right:20
269763,touch_edge,0.2468109130859375,0.5339721792890263,0.7530364990234375,0.9947316163806205,16,0,top:16|bottom:15
269940,touch_edge,0.388427734375,0.676107793840352,0.6111602783203125,1.0,31,0,left:29|right:31
100361,touch_edge,0.4691619873046875,0.995771945230429,0.5301666259765625,1.0,15,0,top:15
275649,touch_edge,0.4976806640625,0.9964128035320088,0.502197265625,1.0,16,0,top:16
100376,touch_edge,0.42376708984375,0.7413942099956791,0.575958251953125,1.0,16,0,left:16
275575,touch_edge,0.4700927734375,0.8701311347701896,0.5297088623046875,1.0,24,0,left:23|right:24
100474,touch_edge,0.2646942138671875,0.7261197901654465,0.7350921630859375,1.0,22,0,top:18|bottom:22
100555,touch_edge,0.28289794921875,0.7255663430420712,0.7168121337890625,1.0,25,0,left:25|right:24
100563,touch_edge,0.498382568359375,0.9430530892168268,0.5013427734375,1.0,39,0,left:39|right:30
100591,touch_edge,0.4181060791015625,0.6813619940878071,0.58099365234375,0.9998161571593654,32,0,left:32|right:32
100903,touch_edge,0.48883056640625,0.879916344112873,0.51116943359375,0.9954626865671642,24,0,right:24
275934,touch_edge,0.4423980712890625,0.865312316766116,0.5573272705078125,1.0,43,0,top:43|bottom:42
101114,touch_edge,0.433837890625,0.909362689926843,0.5656280517578125,0.9222530955785158,38,0,left:38|right:38
102201,touch_edge,0.325714111328125,0.7980417876885599,0.674041748046875,0.9923258025082627,29,0,top:28|bottom:29
276550,touch_edge,0.4870758056640625,0.9355909902571975,0.5125732421875,0.9672541081209812,32,0,left:30|right:32
276551,touch_edge,0.3718109130859375,0.9129150080026265,0.627716064453125,1.0,18,0,left:17|right:18
266094,touch_edge,0.3227996826171875,0.7020562514771922,0.6767730712890625,1.0,25,0,top:25|bottom:25
77362,touch_edge,0.3430633544921875,0.7247253480407418,0.6561431884765625,1.0,12,0,top:12
267681,touch_edge,0.3911895751953125,0.8750633849514374,0.6080169677734375,0.9066680051195825,21,0,top:20|bottom:21
80916,touch_edge,0.330047607421875,0.4999075358298659,0.669647216796875,1.0,18,0,top:18|bottom:18
80917,touch_edge,0.3227691650390625,0.5591641847492081,0.676422119140625,0.999887209564629,13,0,top:13|bottom:13
80920,touch_edge,0.3911895751953125,0.8750633849514374,0.6080169677734375,0.9066680051195825,21,0,top:20|bottom:21
103365,touch_edge,0.4224700927734375,0.8135225918301008,0.5771331787109375,0.7847341564656426,32,0,left:32|right:32
