image_path,calligrapher,script,character,calligrapher_id,script_id,character_id
final_images/6.png,古文四声韵,篆,㐁,4,0,2175
final_images/7.png,集篆古文韵海,篆,㐁,15,0,2175
final_images/10.png,说文解字,篆,㐅,23,0,2247
final_images/11.png,唐代石刻篆文,篆,㐅,28,0,2247
final_images/12.png,古文四声韵,篆,㐅,4,0,2247
final_images/13.png,古文四声韵,篆,㐅,4,0,2247
final_images/14.png,汗简,篆,㐅,9,0,2247
final_images/15.png,三体石经,篆,㐅,87,0,2247
final_images/16.png,三体石经,篆,㐅,87,0,2247
final_images/17.png,三体石经,篆,㐅,87,0,2247
final_images/20.png,古文四声韵,楷,㐭,4,3,431
final_images/30.png,古文四声韵,篆,㐭,4,0,431
final_images/31.png,汗简,篆,㐭,9,0,431
final_images/32.png,集篆古文韵海,篆,㐭,15,0,431
final_images/39.png,古文四声韵,篆,㐯,4,0,4497
final_images/40.png,古文四声韵,篆,㐯,4,0,4497
final_images/41.png,古文四声韵,篆,㐯,4,0,4497
final_images/42.png,古文四声韵,篆,㐯,4,0,4497
final_images/43.png,古文四声韵,篆,㐯,4,0,4497
final_images/44.png,汗简,篆,㐯,9,0,4497
final_images/45.png,汗简,篆,㐯,9,0,4497
final_images/46.png,集篆古文韵海,篆,㐯,15,0,4497
final_images/47.png,三体石经,篆,㐯,87,0,4497
final_images/48.png,三体石经,篆,㐯,87,0,4497
final_images/51.png,古文四声韵,篆,㐱,4,0,37
final_images/52.png,汗简,篆,㐱,9,0,37
final_images/53.png,集古文韵上声韵第三,篆,㐱,0,0,37
final_images/58.png,古文四声韵,篆,㑄,4,0,2319
final_images/59.png,古文四声韵,篆,㑄,4,0,2319
final_images/60.png,汗简,篆,㑄,9,0,2319
final_images/61.png,集古文韵上声韵第三,篆,㑄,0,0,2319
final_images/62.png,集古文韵上声韵第三,篆,㑄,0,0,2319
final_images/63.png,集篆古文韵海,篆,㑄,15,0,2319
final_images/70.png,古文四声韵,篆,㑥,4,0,3791
final_images/71.png,汗简,篆,㑥,9,0,3791
final_images/72.png,集篆古文韵海,篆,㑥,15,0,3791
final_images/73.png,others,楷,㑺,10,3,860
final_images/74.png,others,楷,㑺,10,3,860
final_images/75.png,others,楷,㑺,10,3,860
final_images/76.png,于右任,楷,㑺,216,3,860
final_images/77.png,王献之,行,㑺,86,7,860
final_images/78.png,others,隶,㑺,10,6,860
final_images/79.png,others,隶,㑺,10,6,860
final_images/95.png,古文四声韵,篆,㒸,4,0,2729
final_images/96.png,集篆古文韵海,篆,㒸,15,0,2729
final_images/97.png,集篆古文韵海,篆,㒸,15,0,2729
final_images/98.png,集篆古文韵海,篆,㒸,15,0,2729
final_images/99.png,集篆古文韵海,篆,㒸,15,0,2729
final_images/102.png,古文四声韵,篆,㓞,4,0,3875
final_images/103.png,古文四声韵,篆,㓞,4,0,3875
final_images/104.png,汗简,篆,㓞,9,0,3875
final_images/105.png,集篆古文韵海,篆,㓞,15,0,3875
final_images/107.png,集古文韵上声韵第三,楷,㔲,0,3,78
final_images/108.png,古文四声韵,篆,㔲,4,0,78
final_images/109.png,古文四声韵,篆,㔲,4,0,78
final_images/110.png,汗简,篆,㔲,9,0,78
final_images/111.png,集古文韵上声韵第三,篆,㔲,0,0,78
final_images/127.png,集篆古文韵海,篆,㕙,15,0,5243
final_images/129.png,古文四声韵,楷,㕚,4,3,4656
final_images/134.png,古文四声韵,篆,㕚,4,0,4656
final_images/135.png,集古文韵上声韵第三,篆,㕚,0,0,4656
final_images/136.png,集篆古文韵海,篆,㕚,15,0,4656
final_images/137.png,集篆古文韵海,篆,㕚,15,0,4656
final_images/158.png,集古文韵上声韵第三,篆,㕣,0,0,2957
final_images/166.png,集篆古文韵海,篆,㕦,15,0,6586
final_images/170.png,汗简,篆,㕯,9,0,4480
final_images/171.png,汗简,篆,㕯,9,0,4480
final_images/172.png,汗简,篆,㕯,9,0,4480
final_images/173.png,集篆古文韵海,篆,㕯,15,0,4480
final_images/177.png,说文解字,篆,㗉,23,0,6847
final_images/178.png,古文四声韵,篆,㗉,4,0,6847
final_images/179.png,集篆古文韵海,篆,㗉,15,0,6847
final_images/180.png,集篆古文韵海,篆,㗉,15,0,6847
final_images/186.png,集篆古文韵海,篆,㗊,15,0,3410
final_images/188.png,蒋善进,楷,㗛,137,3,3238
final_images/189.png,陆柬之,楷,㗛,206,3,3238
final_images/190.png,智永,楷,㗛,98,3,3238
final_images/191.png,康里巎巎,草,㗛,231,9,3238
final_images/192.png,赵雍,草,㗛,196,9,3238
final_images/193.png,怀素,草,㗛,64,9,3238
final_images/194.png,蒋善进,草,㗛,137,9,3238
final_images/195.png,张瑞图,草,㗛,195,9,3238
final_images/196.png,王宠,草,㗛,140,9,3238
final_images/197.png,祝允明,草,㗛,21,9,3238
final_images/198.png,智永,草,㗛,98,9,3238
final_images/199.png,陆柬之,行,㗛,206,7,3238
final_images/200.png,周砥,行,㗛,645,7,3238
final_images/201.png,邵二泉,行,㗛,369,7,3238
final_images/202.png,邵二泉,行,㗛,369,7,3238
final_images/203.png,邵二泉,行,㗛,369,7,3238
final_images/204.png,郑燮,行,㗛,220,7,3238
final_images/205.png,吴昌硕,行,㗛,66,7,3238
final_images/232.png,集篆古文韵海,篆,㙠,15,0,7060
final_images/248.png,汗简,篆,㚔,9,0,577
final_images/249.png,汗简,篆,㚔,9,0,577
final_images/250.png,汗简,篆,㚔,9,0,577
final_images/251.png,集篆古文韵海,篆,㚔,15,0,577
final_images/252.png,others,篆,㚔,10,0,577
final_images/261.png,古文四声韵,楷,㚢,4,3,5619
final_images/263.png,古文四声韵,篆,㚢,4,0,5619
final_images/264.png,古文四声韵,篆,㚢,4,0,5619
final_images/265.png,汗简,篆,㚢,9,0,5619
final_images/266.png,集篆古文韵海,篆,㚢,15,0,5619
final_images/267.png,集篆古文韵海,篆,㚢,15,0,5619
final_images/277.png,集篆古文韵海,篆,㚶,15,0,4327
final_images/305.png,集古文韵上声韵第三,楷,㜽,0,3,6705
final_images/306.png,集古文韵上声韵第三,楷,㜽,0,3,6705
final_images/312.png,说文解字,篆,㜽,23,0,6705
final_images/313.png,三体阴符经,篆,㜽,25,0,6705
final_images/314.png,古文四声韵,篆,㜽,4,0,6705
final_images/315.png,汗简,篆,㜽,9,0,6705
final_images/316.png,集古文韵上声韵第三,篆,㜽,0,0,6705
final_images/317.png,集古文韵上声韵第三,篆,㜽,0,0,6705
final_images/330.png,集篆古文韵海,篆,㝅,15,0,1459
final_images/331.png,集篆古文韵海,篆,㝅,15,0,1459
final_images/341.png,古文四声韵,篆,㝊,4,0,2576
final_images/342.png,集篆古文韵海,篆,㝊,15,0,2576
final_images/352.png,古文四声韵,楷,㝐,4,3,3781
final_images/360.png,说文解字,篆,㝐,23,0,3781
final_images/361.png,徐浩,楷,㝡,152,3,2257
final_images/362.png,王知敬,楷,㝡,218,3,2257
final_images/363.png,苏轼,楷,㝡,43,3,2257
final_images/364.png,王宠,楷,㝡,140,3,2257
final_images/365.png,智永,楷,㝡,98,3,2257
final_images/371.png,怀素,草,㝡,64,9,2257
final_images/372.png,李怀琳,草,㝡,243,9,2257
final_images/373.png,颜真卿,草,㝡,77,9,2257
final_images/374.png,赵佶,草,㝡,67,9,2257
final_images/375.png,赵构,草,㝡,81,9,2257
final_images/376.png,祝允明,草,㝡,21,9,2257
final_images/377.png,颜真卿,行,㝡,77,7,2257
final_images/380.png,说文解字,篆,㝢,23,0,5831
final_images/381.png,古文四声韵,篆,㝢,4,0,5831
final_images/382.png,集古文韵上声韵第三,篆,㝢,0,0,5831
final_images/383.png,集古文韵上声韵第三,篆,㝢,0,0,5831
final_images/409.png,赵之谦,楷,㝱,278,3,6246
final_images/411.png,古文四声韵,篆,㝱,4,0,6246
final_images/412.png,汗简,篆,㝱,9,0,6246
final_images/413.png,集篆古文韵海,篆,㝱,15,0,6246
final_images/414.png,集篆古文韵海,篆,㝱,15,0,6246
final_images/415.png,吴让之,篆,㝱,229,0,6246
final_images/416.png,杨沂孙,篆,㝱,70,0,6246
final_images/496.png,唐代石刻篆文,篆,㝵,28,0,3858
final_images/497.png,三体阴符经,篆,㝵,25,0,3858
final_images/498.png,古文四声韵,篆,㝵,4,0,3858
final_images/499.png,古文四声韵,篆,㝵,4,0,3858
final_images/500.png,古文四声韵,篆,㝵,4,0,3858
final_images/501.png,古文四声韵,篆,㝵,4,0,3858
final_images/502.png,汗简,篆,㝵,9,0,3858
final_images/503.png,汗简,篆,㝵,9,0,3858
final_images/504.png,集篆古文韵海,篆,㝵,15,0,3858
final_images/505.png,集篆古文韵海,篆,㝵,15,0,3858
final_images/506.png,集篆古文韵海,篆,㝵,15,0,3858
final_images/507.png,集篆古文韵海,篆,㝵,15,0,3858
final_images/508.png,集篆古文韵海,篆,㝵,15,0,3858
final_images/509.png,黄士陵,篆,㝵,95,0,3858
final_images/510.png,三体石经,篆,㝵,87,0,3858
final_images/518.png,唐代石刻篆文,篆,㞐,28,0,6740
final_images/519.png,古文四声韵,篆,㞐,4,0,6740
final_images/520.png,集篆古文韵海,篆,㞐,15,0,6740
final_images/521.png,集篆古文韵海,篆,㞐,15,0,6740
final_images/522.png,赵孟𫖯,隶,㞐,75,6,6740
final_images/559.png,说文解字,篆,㞷,23,0,3120
final_images/560.png,古文四声韵,篆,㞷,4,0,3120
final_images/561.png,古文砖,篆,㞷,675,0,3120
final_images/562.png,汗简,篆,㞷,9,0,3120
final_images/563.png,集篆古文韵海,篆,㞷,15,0,3120
final_images/568.png,唐代石刻篆文,篆,㠭,28,0,1865
final_images/569.png,古文四声韵,篆,㠭,4,0,1865
final_images/570.png,汗简,篆,㠭,9,0,1865
final_images/571.png,集古文韵上声韵第三,篆,㠭,0,0,1865
final_images/572.png,集篆古文韵海,篆,㠭,15,0,1865
final_images/576.png,others,楷,㠯,10,3,2775
final_images/577.png,古文四声韵,楷,㠯,4,3,2775
final_images/938.png,唐代石刻篆文,篆,㠯,28,0,2775
final_images/939.png,唐代石刻篆文,篆,㠯,28,0,2775
final_images/940.png,唐代石刻篆文,篆,㠯,28,0,2775
final_images/941.png,李阳冰,篆,㠯,46,0,2775
final_images/942.png,others,篆,㠯,10,0,2775
final_images/943.png,三体阴符经,篆,㠯,25,0,2775
final_images/944.png,古文四声韵,篆,㠯,4,0,2775
final_images/945.png,古文四声韵,篆,㠯,4,0,2775
final_images/946.png,汗简,篆,㠯,9,0,2775
final_images/947.png,米芾,篆,㠯,42,0,2775
final_images/948.png,隶释 隶续,篆,㠯,49,0,2775
final_images/949.png,隶释 隶续,篆,㠯,49,0,2775
final_images/950.png,集古文韵上声韵第三,篆,㠯,0,0,2775
final_images/951.png,集古文韵上声韵第三,篆,㠯,0,0,2775
final_images/952.png,集篆古文韵海,篆,㠯,15,0,2775
final_images/953.png,集篆古文韵海,篆,㠯,15,0,2775
final_images/954.png,集篆古文韵海,篆,㠯,15,0,2775
final_images/955.png,集篆古文韵海,篆,㠯,15,0,2775
final_images/956.png,石鼓文,篆,㠯,73,0,2775
final_images/957.png,石鼓文,篆,㠯,73,0,2775
final_images/958.png,石鼓文,篆,㠯,73,0,2775
final_images/959.png,吴大澂,篆,㠯,127,0,2775
final_images/960.png,吴昌硕,篆,㠯,66,0,2775
final_images/961.png,徐三庚,篆,㠯,363,0,2775
final_images/962.png,杨沂孙,篆,㠯,70,0,2775
final_images/963.png,王澍,篆,㠯,18,0,2775
final_images/964.png,莫友芝,篆,㠯,299,0,2775
final_images/965.png,邓廷桢,篆,㠯,323,0,2775
final_images/966.png,黄士陵,篆,㠯,95,0,2775
final_images/967.png,others,篆,㠯,10,0,2775
final_images/968.png,三体石经,篆,㠯,87,0,2775
final_images/969.png,三体石经,篆,㠯,87,0,2775
final_images/970.png,三体石经,篆,㠯,87,0,2775
final_images/971.png,三体石经,篆,㠯,87,0,2775
final_images/1025.png,集篆古文韵海,篆,㠱,15,0,1936
final_images/1054.png,汗简,篆,㡀,9,0,5493
final_images/1055.png,汗简,篆,㡀,9,0,5493
final_images/1069.png,汗简,篆,㡭,9,0,1429
final_images/1070.png,马王堆帛书,篆,㡭,62,0,1429
final_images/1075.png,说文解字,篆,㡯,23,0,1200
final_images/1076.png,唐代石刻篆文,篆,㡯,28,0,1200
final_images/1077.png,古文四声韵,篆,㡯,4,0,1200
final_images/1078.png,集篆古文韵海,篆,㡯,15,0,1200
final_images/1079.png,集篆古文韵海,篆,㡯,15,0,1200
final_images/1080.png,集篆古文韵海,篆,㡯,15,0,1200
final_images/1081.png,集篆古文韵海,篆,㡯,15,0,1200
final_images/1082.png,集篆古文韵海,篆,㡯,15,0,1200
final_images/1083.png,三体石经,篆,㡯,87,0,1200
final_images/1084.png,三体石经,篆,㡯,87,0,1200
final_images/1085.png,三体石经,篆,㡯,87,0,1200
final_images/1087.png,古文四声韵,篆,㡴,4,0,7062
final_images/1088.png,汗简,篆,㡴,9,0,7062
final_images/1106.png,古文四声韵,篆,㢈,4,0,5532
final_images/1107.png,集篆古文韵海,篆,㢈,15,0,5532
final_images/1116.png,吴大澂,篆,㢟,127,0,4391
final_images/1124.png,古文四声韵,楷,㢸,4,3,708
final_images/1125.png,说文解字,篆,㢸,23,0,708
final_images/1126.png,汗简,篆,㢸,9,0,708
final_images/1127.png,隶释 隶续,篆,㢸,49,0,708
final_images/1128.png,三体石经,篆,㢸,87,0,708
final_images/1134.png,古文四声韵,篆,㣇,4,0,2304
final_images/1135.png,古文四声韵,篆,㣇,4,0,2304
final_images/1136.png,汗简,篆,㣇,9,0,2304
final_images/1137.png,汗简,篆,㣇,9,0,2304
final_images/1138.png,集篆古文韵海,篆,㣇,15,0,2304
final_images/1139.png,集篆古文韵海,篆,㣇,15,0,2304
final_images/1140.png,集篆古文韵海,篆,㣇,15,0,2304
final_images/1143.png,古文四声韵,楷,㣈,4,3,4518
final_images/1146.png,说文解字,篆,㣈,23,0,4518
final_images/1147.png,古文四声韵,篆,㣈,4,0,4518
final_images/1148.png,古文四声韵,篆,㣈,4,0,4518
final_images/1149.png,古文四声韵,篆,㣈,4,0,4518
final_images/1150.png,汗简,篆,㣈,9,0,4518
final_images/1151.png,汗简,篆,㣈,9,0,4518
final_images/1152.png,汗简,篆,㣈,9,0,4518
final_images/1153.png,隶释 隶续,篆,㣈,49,0,4518
final_images/1154.png,集篆古文韵海,篆,㣈,15,0,4518
final_images/1155.png,三体石经,篆,㣈,87,0,4518
final_images/1158.png,三体阴符经,篆,㣏,25,0,2850
final_images/1159.png,三体阴符经,篆,㣏,25,0,2850
final_images/1160.png,古文四声韵,篆,㣏,4,0,2850
final_images/1161.png,集古文韵上声韵第三,篆,㣏,0,0,2850
final_images/1162.png,集古文韵上声韵第三,篆,㣏,0,0,2850
final_images/1163.png,集古文韵上声韵第三,篆,㣏,0,0,2850
final_images/1164.png,集篆古文韵海,篆,㣏,15,0,2850
final_images/1165.png,集篆古文韵海,篆,㣏,15,0,2850
final_images/1171.png,古文四声韵,篆,㣙,4,0,6529
final_images/1172.png,集篆古文韵海,篆,㣙,15,0,6529
final_images/1175.png,说文解字,篆,㣛,23,0,1175
final_images/1176.png,汗简,篆,㣛,9,0,1175
final_images/1177.png,隶释 隶续,篆,㣛,49,0,1175
final_images/1178.png,集篆古文韵海,篆,㣛,15,0,1175
final_images/1179.png,三体石经,篆,㣛,87,0,1175
final_images/1180.png,三体石经,篆,㣛,87,0,1175
final_images/1181.png,三体石经,篆,㣛,87,0,1175
final_images/1182.png,三体石经,篆,㣛,87,0,1175
final_images/1183.png,三体石经,篆,㣛,87,0,1175
final_images/1184.png,春秋僖公石经,篆,㣛,254,0,1175
final_images/1191.png,集篆古文韵海,篆,㣻,15,0,5301
final_images/1193.png,古文四声韵,楷,㣽,4,3,1976
final_images/1195.png,说文解字,篆,㣽,23,0,1976
final_images/1196.png,古文四声韵,篆,㣽,4,0,1976
final_images/1197.png,古文四声韵,篆,㣽,4,0,1976
final_images/1198.png,汗简,篆,㣽,9,0,1976
final_images/1199.png,集篆古文韵海,篆,㣽,15,0,1976
final_images/1200.png,集篆古文韵海,篆,㣽,15,0,1976
final_images/1201.png,三体石经,篆,㣽,87,0,1976
final_images/1204.png,古文四声韵,楷,㤅,4,3,3923
final_images/1222.png,吴叡,篆,㤅,41,0,3923
final_images/1223.png,李阳冰,篆,㤅,46,0,3923
final_images/1224.png,瞿令问,篆,㤅,39,0,3923
final_images/1225.png,古文四声韵,篆,㤅,4,0,3923
final_images/1226.png,汗简,篆,㤅,9,0,3923
final_images/1227.png,集篆古文韵海,篆,㤅,15,0,3923
final_images/1228.png,集篆古文韵海,篆,㤅,15,0,3923
final_images/1229.png,黄士陵,篆,㤅,95,0,3923
final_images/1237.png,古文四声韵,篆,㥯,4,0,929
final_images/1238.png,汗简,篆,㥯,9,0,929
final_images/1239.png,集古文韵上声韵第三,篆,㥯,0,0,929
final_images/1240.png,集篆古文韵海,篆,㥯,15,0,929
final_images/1256.png,古文四声韵,篆,㦴,4,0,4535
final_images/1257.png,汗简,篆,㦴,9,0,4535
final_images/1258.png,集篆古文韵海,篆,㦴,15,0,4535
final_images/1261.png,古文四声韵,楷,㦵,4,3,7279
final_images/1269.png,古文四声韵,篆,㦵,4,0,7279
final_images/1270.png,汗简,篆,㦵,9,0,7279
final_images/1271.png,汗简,篆,㦵,9,0,7279
final_images/1272.png,集篆古文韵海,篆,㦵,15,0,7279
final_images/1275.png,古文四声韵,篆,㦻,4,0,6866
final_images/1276.png,汗简,篆,㦻,9,0,6866
final_images/1277.png,集古文韵上声韵第三,篆,㦻,0,0,6866
final_images/1278.png,集篆古文韵海,篆,㦻,15,0,6866
final_images/1279.png,墓志,篆,㦻,309,0,6866
final_images/1284.png,说文解字,篆,㦿,23,0,2528
final_images/1285.png,古文四声韵,篆,㦿,4,0,2528
final_images/1286.png,古文四声韵,篆,㦿,4,0,2528
final_images/1287.png,汗简,篆,㦿,9,0,2528
final_images/1288.png,集篆古文韵海,篆,㦿,15,0,2528
final_images/1293.png,古文四声韵,篆,㧁,4,0,6006
final_images/1294.png,古文四声韵,篆,㧁,4,0,6006
final_images/1295.png,汗简,篆,㧁,9,0,6006
final_images/1296.png,集篆古文韵海,篆,㧁,15,0,6006
final_images/1297.png,集篆古文韵海,篆,㧁,15,0,6006
final_images/1300.png,古文四声韵,篆,㧈,4,0,228
final_images/1301.png,古文四声韵,篆,㧈,4,0,228
final_images/1302.png,集篆古文韵海,篆,㧈,15,0,228
